Timestamp,ShriffPanelBoard30Minutes(kW-hr),ShriffMR130Minutes(kW-hr),ShriffMR230Minutes(kW-hr),ShriffMR330Minutes(kW-hr)
02-Jul-26 8:30:00 AM BST,24.3,28.9,13.0,13.1
02-Jul-26 9:00:00 AM BST,24.3,28.7,13.1,13.0
02-Jul-26 9:30:00 AM BST,24.3,28.9,13.1,13.1
02-Jul-26 10:00:00 AM BST,24.4,28.8,12.9,13.1
02-Jul-26 10:30:00 AM BST,24.4,28.5,12.9,13.1
02-Jul-26 11:00:00 AM BST,24.2,28.1,12.9,13.1
02-Jul-26 11:30:00 AM BST,24.3,28.3,13.1,13.1
02-Jul-26 12:00:00 PM BST,24.6,28.3,13.1,13.2
02-Jul-26 12:30:00 PM BST,24.0,27.9,13.2,13.2
02-Jul-26 1:00:00 PM BST,24.0,28.1,13.4,13.2
02-Jul-26 1:30:00 PM BST,24.7,28.1,13.7,13.3
02-Jul-26 2:00:00 PM BST,24.4,27.8,13.5,13.1
02-Jul-26 2:30:00 PM BST,23.8,27.8,13.2,13.0
02-Jul-26 3:00:00 PM BST,23.9,27.3,13.4,13.0
02-Jul-26 3:30:00 PM BST,23.4,27.0,13.0,12.7
02-Jul-26 4:00:00 PM BST,23.3,27.1,13.0,12.7
02-Jul-26 4:30:00 PM BST,23.5,26.9,13.2,12.8
02-Jul-26 5:00:00 PM BST,23.4,26.8,13.1,12.8
02-Jul-26 5:30:00 PM BST,23.4,26.9,13.2,12.7
02-Jul-26 6:00:00 PM BST,23.3,26.3,13.2,12.8
02-Jul-26 6:30:00 PM BST,23.4,26.4,13.2,12.7
02-Jul-26 7:00:00 PM BST,23.3,26.3,13.1,12.8
02-Jul-26 7:30:00 PM BST,23.4,26.8,13.0,12.8
02-Jul-26 8:00:00 PM BST,23.6,27.2,13.1,12.8
02-Jul-26 8:30:00 PM BST,23.7,27.3,12.9,12.7
02-Jul-26 9:00:00 PM BST,23.6,27.3,12.8,12.8
02-Jul-26 9:30:00 PM BST,23.9,26.9,13.0,12.7
02-Jul-26 10:00:00 PM BST,23.5,27.1,12.8,12.6
02-Jul-26 10:30:00 PM BST,23.7,27.1,12.5,12.7
02-Jul-26 11:00:00 PM BST,23.4,27.8,12.7,12.7
02-Jul-26 11:30:00 PM BST,23.6,27.9,12.7,12.6
03-Jul-26 12:00:00 AM BST,23.6,28.1,12.8,12.5
03-Jul-26 12:30:00 AM BST,23.6,27.8,13.0,12.7
03-Jul-26 1:00:00 AM BST,23.5,28.0,12.9,12.7
03-Jul-26 1:30:00 AM BST,24.3,28.1,13.0,12.7
03-Jul-26 2:00:00 AM BST,22.7,28.2,13.0,12.8
03-Jul-26 2:30:00 AM BST,24.4,28.6,12.9,12.7
03-Jul-26 3:00:00 AM BST,23.3,28.4,13.0,12.8
03-Jul-26 3:30:00 AM BST,23.1,28.5,12.7,12.8
03-Jul-26 4:00:00 AM BST,22.8,28.2,12.7,12.7
03-Jul-26 4:30:00 AM BST,22.3,27.4,13.0,12.7
03-Jul-26 5:00:00 AM BST,21.7,27.8,13.0,12.7
03-Jul-26 5:30:00 AM BST,21.8,28.0,13.1,12.6
03-Jul-26 6:00:00 AM BST,21.3,27.8,13.0,12.6
03-Jul-26 6:30:00 AM BST,21.9,27.6,13.0,12.5
03-Jul-26 7:00:00 AM BST,22.9,26.8,12.9,12.4
03-Jul-26 7:30:00 AM BST,23.1,25.8,12.9,12.2
03-Jul-26 8:00:00 AM BST,23.0,26.2,12.9,12.2
03-Jul-26 8:30:00 AM BST,22.8,26.4,12.6,12.2
03-Jul-26 9:00:00 AM BST,22.9,26.5,12.9,12.2
03-Jul-26 9:30:00 AM BST,23.3,26.9,13.0,12.3
03-Jul-26 10:00:00 AM BST,23.0,26.6,12.8,12.3
03-Jul-26 10:30:00 AM BST,24.6,27.1,15.8,12.3
03-Jul-26 11:00:00 AM BST,24.6,26.4,15.8,12.3
03-Jul-26 11:30:00 AM BST,23.4,25.7,15.9,12.3
03-Jul-26 12:00:00 PM BST,25.0,27.2,15.9,12.4
03-Jul-26 12:30:00 PM BST,24.5,26.6,15.6,12.3
03-Jul-26 1:00:00 PM BST,25.3,27.8,16.0,12.7
03-Jul-26 1:30:00 PM BST,25.2,27.1,16.2,12.7
03-Jul-26 2:00:00 PM BST,24.9,26.7,16.1,12.6
03-Jul-26 2:30:00 PM BST,24.6,26.2,15.9,12.5
03-Jul-26 3:00:00 PM BST,24.6,26.7,16.2,12.6
03-Jul-26 3:30:00 PM BST,24.7,26.1,16.0,12.4
03-Jul-26 4:00:00 PM BST,23.9,25.2,15.1,12.3
03-Jul-26 4:30:00 PM BST,24.8,26.3,15.0,12.3
03-Jul-26 5:00:00 PM BST,24.1,26.1,15.5,12.5
03-Jul-26 5:30:00 PM BST,25.9,25.4,15.9,12.9
03-Jul-26 6:00:00 PM BST,24.7,26.3,15.7,13.4
03-Jul-26 6:30:00 PM BST,28.6,32.5,16.7,14.2
03-Jul-26 7:00:00 PM BST,29.7,34.4,16.8,14.8
03-Jul-26 7:30:00 PM BST,29.6,34.8,16.4,14.9
03-Jul-26 8:00:00 PM BST,29.5,35.0,16.8,14.9
03-Jul-26 8:30:00 PM BST,29.6,34.8,16.8,15.0
03-Jul-26 9:00:00 PM BST,30.2,35.0,16.9,14.9
03-Jul-26 9:30:00 PM BST,29.9,35.8,16.8,14.9
03-Jul-26 10:00:00 PM BST,30.1,35.8,16.8,15.0
03-Jul-26 10:30:00 PM BST,30.5,35.6,16.7,14.8
03-Jul-26 11:00:00 PM BST,29.5,35.7,16.7,14.8
03-Jul-26 11:30:00 PM BST,29.8,35.8,16.7,14.9
04-Jul-26 12:00:00 AM BST,29.9,35.9,16.7,14.9
04-Jul-26 12:30:00 AM BST,30.3,35.6,16.8,14.9
04-Jul-26 1:00:00 AM BST,29.5,35.8,16.7,15.0
04-Jul-26 1:30:00 AM BST,30.1,36.1,16.8,15.0
04-Jul-26 2:00:00 AM BST,29.9,35.9,16.6,14.9
04-Jul-26 2:30:00 AM BST,30.0,35.9,16.6,15.0
04-Jul-26 3:00:00 AM BST,29.5,35.7,16.5,15.1
04-Jul-26 3:30:00 AM BST,29.5,35.6,16.2,15.0
04-Jul-26 4:00:00 AM BST,29.8,35.7,16.6,15.1
04-Jul-26 4:30:00 AM BST,29.8,35.9,16.7,15.0
04-Jul-26 5:00:00 AM BST,29.8,36.0,16.7,15.0
04-Jul-26 5:30:00 AM BST,29.7,35.7,16.8,15.0
04-Jul-26 6:00:00 AM BST,29.7,35.8,16.9,15.0
04-Jul-26 6:30:00 AM BST,29.6,35.6,16.9,15.0
04-Jul-26 7:00:00 AM BST,29.9,35.7,16.7,14.9
04-Jul-26 7:30:00 AM BST,29.4,35.8,16.6,14.9
04-Jul-26 8:00:00 AM BST,29.6,35.6,16.4,14.8
04-Jul-26 8:30:00 AM BST,29.2,35.6,16.2,14.9
04-Jul-26 9:00:00 AM BST,29.6,35.4,16.3,14.9
04-Jul-26 9:30:00 AM BST,29.5,35.5,16.3,14.9
04-Jul-26 10:00:00 AM BST,29.5,35.5,16.4,14.9
04-Jul-26 10:30:00 AM BST,29.6,35.7,16.4,14.9
04-Jul-26 11:00:00 AM BST,29.5,35.5,16.4,14.9
04-Jul-26 11:30:00 AM BST,29.7,35.6,16.2,14.8
04-Jul-26 12:00:00 PM BST,29.8,35.8,16.4,14.9
04-Jul-26 12:30:00 PM BST,29.8,36.0,16.5,14.8
04-Jul-26 1:00:00 PM BST,29.8,35.9,16.4,14.8
04-Jul-26 1:30:00 PM BST,29.6,35.9,16.4,14.8
04-Jul-26 2:00:00 PM BST,29.6,35.8,16.3,14.8
04-Jul-26 2:30:00 PM BST,29.1,35.5,16.3,14.8
04-Jul-26 3:00:00 PM BST,29.8,35.3,16.3,14.8
04-Jul-26 3:30:00 PM BST,29.4,35.4,16.4,14.8
04-Jul-26 4:00:00 PM BST,29.1,34.9,16.4,14.9
04-Jul-26 4:30:00 PM BST,29.2,34.6,16.3,14.8
04-Jul-26 5:00:00 PM BST,28.9,34.7,16.3,14.8
04-Jul-26 5:30:00 PM BST,29.2,34.8,16.2,14.6
04-Jul-26 6:00:00 PM BST,28.7,34.4,16.1,14.4
04-Jul-26 6:30:00 PM BST,28.5,32.8,15.9,14.1
04-Jul-26 7:00:00 PM BST,27.2,31.9,15.8,13.9
04-Jul-26 7:30:00 PM BST,27.4,31.3,15.5,13.7
04-Jul-26 8:00:00 PM BST,27.0,30.6,15.6,13.4
04-Jul-26 8:30:00 PM BST,26.7,30.1,15.6,13.4
04-Jul-26 9:00:00 PM BST,26.8,30.2,15.7,13.5
04-Jul-26 9:30:00 PM BST,26.5,29.9,15.4,13.5
04-Jul-26 10:00:00 PM BST,26.3,29.7,15.4,13.4
04-Jul-26 10:30:00 PM BST,26.8,29.5,15.6,13.4
04-Jul-26 11:00:00 PM BST,26.3,29.4,15.3,13.3
04-Jul-26 11:30:00 PM BST,26.3,29.5,15.2,13.3
05-Jul-26 12:00:00 AM BST,26.1,29.3,15.3,13.2
05-Jul-26 12:30:00 AM BST,26.2,29.0,15.3,13.1
05-Jul-26 1:00:00 AM BST,25.9,28.9,15.2,13.1
05-Jul-26 1:30:00 AM BST,26.4,28.8,15.2,13.1
05-Jul-26 2:00:00 AM BST,25.2,28.2,15.0,13.1
05-Jul-26 2:30:00 AM BST,25.8,28.6,15.1,13.1
05-Jul-26 3:00:00 AM BST,26.1,28.6,15.2,13.2
05-Jul-26 3:30:00 AM BST,25.7,28.5,15.1,13.1
05-Jul-26 4:00:00 AM BST,25.7,28.1,15.1,13.2
05-Jul-26 4:30:00 AM BST,25.5,27.8,14.9,13.2
05-Jul-26 5:00:00 AM BST,25.1,28.1,14.9,13.1
05-Jul-26 5:30:00 AM BST,25.6,27.6,15.1,13.1
05-Jul-26 6:00:00 AM BST,24.8,26.8,15.0,13.0
05-Jul-26 6:30:00 AM BST,24.3,25.4,14.8,12.9
05-Jul-26 7:00:00 AM BST,24.3,25.0,14.8,12.7
05-Jul-26 7:30:00 AM BST,23.8,25.0,14.9,12.7
05-Jul-26 8:00:00 AM BST,24.0,24.5,14.9,12.6
05-Jul-26 8:30:00 AM BST,23.8,25.1,15.1,12.6
05-Jul-26 9:00:00 AM BST,23.7,24.2,14.9,12.6
05-Jul-26 9:30:00 AM BST,23.2,23.0,14.8,12.4
05-Jul-26 10:00:00 AM BST,22.4,21.6,14.3,12.3
05-Jul-26 10:30:00 AM BST,22.3,20.8,14.2,12.2
05-Jul-26 11:00:00 AM BST,21.9,19.8,14.1,12.1
05-Jul-26 11:30:00 AM BST,21.7,19.2,14.1,12.0
05-Jul-26 12:00:00 PM BST,21.6,19.2,14.1,11.9
05-Jul-26 12:30:00 PM BST,22.1,19.4,14.3,12.0
05-Jul-26 1:00:00 PM BST,22.0,19.0,14.2,11.9
05-Jul-26 1:30:00 PM BST,21.9,19.1,14.3,11.9
05-Jul-26 2:00:00 PM BST,21.6,18.9,14.3,12.0
05-Jul-26 2:30:00 PM BST,21.8,19.1,14.2,11.9
05-Jul-26 3:00:00 PM BST,21.9,18.9,14.1,11.9
05-Jul-26 3:30:00 PM BST,21.7,18.8,14.1,11.8
05-Jul-26 4:00:00 PM BST,22.5,18.6,14.3,11.8
05-Jul-26 4:30:00 PM BST,22.1,18.8,14.0,11.9
05-Jul-26 5:00:00 PM BST,22.4,20.0,14.2,12.0
05-Jul-26 5:30:00 PM BST,22.7,19.4,14.3,11.9
05-Jul-26 6:00:00 PM BST,22.2,19.2,14.3,11.8
05-Jul-26 6:30:00 PM BST,23.0,19.6,14.1,11.9
05-Jul-26 7:00:00 PM BST,22.4,19.9,14.2,11.9
05-Jul-26 7:30:00 PM BST,22.4,19.6,14.1,11.8
05-Jul-26 8:00:00 PM BST,22.7,19.3,14.2,11.8
05-Jul-26 8:30:00 PM BST,22.3,19.2,14.1,11.8
05-Jul-26 9:00:00 PM BST,22.3,19.0,14.2,11.8
05-Jul-26 9:30:00 PM BST,22.3,18.9,14.1,11.8
05-Jul-26 10:00:00 PM BST,22.2,18.8,14.2,11.9
05-Jul-26 10:30:00 PM BST,22.1,18.1,14.2,11.8
05-Jul-26 11:00:00 PM BST,22.1,17.9,14.1,11.8
05-Jul-26 11:30:00 PM BST,21.5,17.9,14.0,11.7
06-Jul-26 12:00:00 AM BST,22.3,17.8,13.9,11.8
06-Jul-26 12:30:00 AM BST,21.8,17.6,13.9,11.7
06-Jul-26 1:00:00 AM BST,21.6,17.6,13.9,11.8
06-Jul-26 1:30:00 AM BST,22.0,17.6,13.9,11.8
06-Jul-26 2:00:00 AM BST,20.2,17.2,14.0,11.9
06-Jul-26 2:30:00 AM BST,21.7,17.3,14.2,12.1
06-Jul-26 3:00:00 AM BST,21.4,17.2,14.1,12.2
06-Jul-26 3:30:00 AM BST,22.0,17.0,14.0,12.1
06-Jul-26 4:00:00 AM BST,21.2,17.1,13.8,12.0
06-Jul-26 4:30:00 AM BST,21.3,16.9,13.8,11.9
06-Jul-26 5:00:00 AM BST,21.2,16.8,13.8,11.9
06-Jul-26 5:30:00 AM BST,21.3,16.8,13.8,11.9
06-Jul-26 6:00:00 AM BST,21.1,16.8,13.7,12.0
06-Jul-26 6:30:00 AM BST,21.3,16.9,13.6,11.9
06-Jul-26 7:00:00 AM BST,21.1,16.6,13.6,11.9
06-Jul-26 7:30:00 AM BST,21.2,16.6,13.6,11.9
06-Jul-26 8:00:00 AM BST,21.2,16.6,13.6,11.8
06-Jul-26 8:30:00 AM BST,20.8,16.5,13.4,11.7
06-Jul-26 9:00:00 AM BST,21.4,15.8,13.4,11.7
06-Jul-26 9:30:00 AM BST,20.5,15.4,13.3,11.7
06-Jul-26 10:00:00 AM BST,22.5,15.2,13.5,11.7
06-Jul-26 10:30:00 AM BST,24.1,15.4,13.3,11.6
06-Jul-26 11:00:00 AM BST,23.3,16.8,13.8,11.7
06-Jul-26 11:30:00 AM BST,40.5,24.9,15.1,12.4
06-Jul-26 12:00:00 PM BST,40.1,27.9,15.6,13.0
06-Jul-26 12:30:00 PM BST,30.4,27.1,15.3,13.0
06-Jul-26 1:00:00 PM BST,22.9,27.0,15.4,13.1
06-Jul-26 1:30:00 PM BST,25.1,27.1,15.9,13.3
06-Jul-26 2:00:00 PM BST,25.3,27.0,16.0,13.5
06-Jul-26 2:30:00 PM BST,25.8,26.0,15.9,13.5
06-Jul-26 3:00:00 PM BST,25.2,26.0,15.6,13.6
06-Jul-26 3:30:00 PM BST,25.2,25.8,15.5,13.6
06-Jul-26 4:00:00 PM BST,25.2,25.8,15.7,13.5
06-Jul-26 4:30:00 PM BST,25.4,25.9,15.8,13.6
06-Jul-26 5:00:00 PM BST,25.7,25.9,15.7,13.5
06-Jul-26 5:30:00 PM BST,25.0,25.8,15.2,13.3
06-Jul-26 6:00:00 PM BST,25.2,25.8,15.4,13.3
06-Jul-26 6:30:00 PM BST,25.6,25.6,15.5,13.1
06-Jul-26 7:00:00 PM BST,25.0,24.9,15.3,13.2
06-Jul-26 7:30:00 PM BST,25.3,24.6,15.2,13.3
06-Jul-26 8:00:00 PM BST,24.4,24.5,15.1,13.2
06-Jul-26 8:30:00 PM BST,25.0,24.6,15.2,13.2
06-Jul-26 9:00:00 PM BST,24.7,24.7,15.3,13.1
06-Jul-26 9:30:00 PM BST,24.9,24.6,15.4,13.1
06-Jul-26 10:00:00 PM BST,24.8,24.6,15.6,13.2
06-Jul-26 10:30:00 PM BST,25.1,24.6,15.6,13.3
06-Jul-26 11:00:00 PM BST,24.7,24.4,15.5,13.2
06-Jul-26 11:30:00 PM BST,24.4,24.3,15.4,13.1
07-Jul-26 12:00:00 AM BST,24.6,24.3,15.4,13.1
07-Jul-26 12:30:00 AM BST,24.4,24.3,15.5,13.1
07-Jul-26 1:00:00 AM BST,24.6,24.2,15.6,13.1
07-Jul-26 1:30:00 AM BST,25.1,24.4,15.6,13.1
07-Jul-26 2:00:00 AM BST,24.8,25.3,15.8,13.3
07-Jul-26 2:30:00 AM BST,26.6,28.1,16.1,13.6
07-Jul-26 3:00:00 AM BST,28.2,31.8,16.7,14.2
07-Jul-26 3:30:00 AM BST,29.6,34.3,17.0,14.7
07-Jul-26 4:00:00 AM BST,29.9,35.2,17.0,15.0
07-Jul-26 4:30:00 AM BST,30.4,35.3,17.1,14.9
07-Jul-26 5:00:00 AM BST,30.0,35.3,16.9,14.8
07-Jul-26 5:30:00 AM BST,29.8,35.3,16.9,14.8
07-Jul-26 6:00:00 AM BST,29.7,35.1,17.0,14.8
07-Jul-26 6:30:00 AM BST,29.8,35.1,16.9,14.8
07-Jul-26 7:00:00 AM BST,30.3,35.2,17.0,14.8
07-Jul-26 7:30:00 AM BST,29.7,34.9,16.9,14.8
07-Jul-26 8:00:00 AM BST,30.0,35.0,16.8,14.8
07-Jul-26 8:30:00 AM BST,29.8,35.1,16.8,14.9
07-Jul-26 9:00:00 AM BST,29.8,35.1,16.7,14.9
07-Jul-26 9:30:00 AM BST,29.7,35.2,16.6,14.9
07-Jul-26 10:00:00 AM BST,30.0,35.2,16.7,14.9
07-Jul-26 10:30:00 AM BST,30.1,35.2,16.9,15.0
07-Jul-26 11:00:00 AM BST,29.9,35.3,17.1,15.1
07-Jul-26 11:30:00 AM BST,35.3,35.7,17.4,15.2
07-Jul-26 12:00:00 PM BST,40.9,35.0,16.9,15.2
07-Jul-26 12:30:00 PM BST,29.5,35.3,17.3,15.2
07-Jul-26 1:00:00 PM BST,47.7,35.1,17.0,15.1
07-Jul-26 1:30:00 PM BST,28.1,35.4,17.5,15.1
07-Jul-26 2:00:00 PM BST,48.5,35.2,17.1,15.1
07-Jul-26 2:30:00 PM BST,32.1,35.3,17.3,15.1
07-Jul-26 3:00:00 PM BST,37.5,35.6,17.5,15.0
07-Jul-26 3:30:00 PM BST,46.0,35.4,17.0,15.0
07-Jul-26 4:00:00 PM BST,26.3,36.1,17.5,15.1
07-Jul-26 4:30:00 PM BST,50.5,35.8,17.2,15.1
07-Jul-26 5:00:00 PM BST,31.4,36.0,17.5,15.2
07-Jul-26 5:30:00 PM BST,40.3,35.8,17.6,15.3
07-Jul-26 6:00:00 PM BST,46.5,35.3,17.3,15.2
07-Jul-26 6:30:00 PM BST,25.9,35.4,17.8,15.1
07-Jul-26 7:00:00 PM BST,50.0,35.0,17.1,15.1
07-Jul-26 7:30:00 PM BST,32.2,35.3,17.1,15.1
07-Jul-26 8:00:00 PM BST,35.8,35.3,17.1,15.1
07-Jul-26 8:30:00 PM BST,48.3,35.4,16.9,15.1
07-Jul-26 9:00:00 PM BST,26.9,35.9,17.4,15.1
07-Jul-26 9:30:00 PM BST,48.9,35.3,17.1,15.1
07-Jul-26 10:00:00 PM BST,33.6,35.4,17.2,15.1
07-Jul-26 10:30:00 PM BST,37.1,35.9,17.4,15.0
07-Jul-26 11:00:00 PM BST,41.5,35.4,17.1,15.0
07-Jul-26 11:30:00 PM BST,29.6,35.6,17.3,15.1
08-Jul-26 12:00:00 AM BST,50.3,35.1,16.8,15.0
08-Jul-26 12:30:00 AM BST,28.3,35.4,17.2,15.1
08-Jul-26 1:00:00 AM BST,42.1,35.4,17.1,14.9
08-Jul-26 1:30:00 AM BST,32.5,35.8,17.2,15.0
08-Jul-26 2:00:00 AM BST,29.9,35.4,17.2,14.9
08-Jul-26 2:30:00 AM BST,45.1,34.4,16.4,14.8
08-Jul-26 3:00:00 AM BST,27.4,35.1,16.9,14.8
08-Jul-26 3:30:00 AM BST,43.9,34.8,16.8,14.8
08-Jul-26 4:00:00 AM BST,29.4,35.3,17.2,14.8
08-Jul-26 4:30:00 AM BST,42.8,35.2,16.8,14.8
08-Jul-26 5:00:00 AM BST,30.3,35.2,17.2,14.8
08-Jul-26 5:30:00 AM BST,42.5,34.7,17.1,14.8
08-Jul-26 6:00:00 AM BST,31.7,35.0,17.1,14.8
08-Jul-26 6:30:00 AM BST,40.2,35.3,17.2,14.8
08-Jul-26 7:00:00 AM BST,34.3,35.3,16.9,14.8
08-Jul-26 7:30:00 AM BST,37.9,35.6,17.0,14.8
08-Jul-26 8:00:00 AM BST,40.7,35.1,16.5,14.8
08-Jul-26 8:30:00 AM BST,27.7,35.8,16.8,14.9
08-Jul-26 9:00:00 AM BST,44.9,35.3,16.4,14.8
08-Jul-26 9:30:00 AM BST,27.7,35.4,16.8,14.9
08-Jul-26 10:00:00 AM BST,44.7,34.9,16.5,15.0
08-Jul-26 10:30:00 AM BST,28.9,35.3,16.5,15.0
08-Jul-26 11:00:00 AM BST,43.5,34.9,16.4,14.9
08-Jul-26 11:30:00 AM BST,30.5,35.3,16.7,15.1
08-Jul-26 12:00:00 PM BST,42.2,35.3,16.6,15.1
08-Jul-26 12:30:00 PM BST,32.4,35.1,16.6,15.1
08-Jul-26 1:00:00 PM BST,35.8,35.0,16.7,15.1
08-Jul-26 1:30:00 PM BST,38.6,34.5,16.4,15.1
08-Jul-26 2:00:00 PM BST,32.3,35.3,16.9,15.1
08-Jul-26 2:30:00 PM BST,45.9,35.1,16.5,15.1
08-Jul-26 3:00:00 PM BST,26.7,35.6,17.0,15.0
08-Jul-26 3:30:00 PM BST,46.3,35.3,16.6,15.0
08-Jul-26 4:00:00 PM BST,29.8,35.6,16.9,15.2
08-Jul-26 4:30:00 PM BST,46.6,35.4,16.8,15.2
08-Jul-26 5:00:00 PM BST,37.3,35.3,16.8,15.2
08-Jul-26 5:30:00 PM BST,31.3,36.0,17.1,15.1
08-Jul-26 6:00:00 PM BST,49.2,35.3,16.9,15.2
08-Jul-26 6:30:00 PM BST,27.4,34.9,17.3,15.2
08-Jul-26 7:00:00 PM BST,48.6,34.8,16.8,15.1
08-Jul-26 7:30:00 PM BST,32.3,35.4,17.0,15.1
08-Jul-26 8:00:00 PM BST,38.9,35.3,16.9,15.1
08-Jul-26 8:30:00 PM BST,44.1,34.8,16.3,15.0
08-Jul-26 9:00:00 PM BST,26.7,35.3,17.1,15.0
08-Jul-26 9:30:00 PM BST,50.1,34.4,16.7,15.0
08-Jul-26 10:00:00 PM BST,29.9,34.8,17.1,15.0
08-Jul-26 10:30:00 PM BST,42.5,35.0,16.8,15.0
08-Jul-26 11:00:00 PM BST,43.3,34.6,16.4,15.0
08-Jul-26 11:30:00 PM BST,26.1,34.6,17.0,15.0
09-Jul-26 12:00:00 AM BST,44.3,34.3,17.0,15.0
09-Jul-26 12:30:00 AM BST,29.2,34.9,17.4,14.9
09-Jul-26 1:00:00 AM BST,42.5,34.8,17.1,14.9
09-Jul-26 1:30:00 AM BST,30.6,35.1,17.1,14.9
09-Jul-26 2:00:00 AM BST,42.6,35.0,17.0,14.9
09-Jul-26 2:30:00 AM BST,31.5,35.3,17.3,14.9
09-Jul-26 3:00:00 AM BST,40.6,35.1,17.2,14.9
09-Jul-26 3:30:00 AM BST,31.6,34.8,17.0,15.0
09-Jul-26 4:00:00 AM BST,42.1,34.8,16.9,14.9
09-Jul-26 4:30:00 AM BST,31.6,35.4,17.1,14.9
09-Jul-26 5:00:00 AM BST,41.5,35.1,16.9,14.8
09-Jul-26 5:30:00 AM BST,32.3,34.2,16.7,14.8
