JobID,submit_time,waitingtime_sec,start_time,end_time,runtime_sec,NodeList,node_id,MAXCPU,AllocCPUS,energy_j_job,energy_kwh_job,CI,carbon_g,carbon_kg,ipmi_energy_j,ipmi_energy_kwh,ipmi_carbon_g,ipmi_carbon_kg,ipmi_vs_slurm_energy_ratio
5286196,2026-04-09 09:59:59,7394.0,2026-04-09 12:03:13,2026-04-09 17:15:01,18708.0,cn090,090,96,8,933333.3333333333,0.25925925925925924,63,196.0,0.196,4308524.41025641,1.1968123361823362,75.39917717948718,0.07539917717948719,4.616276153846154
5286197,2026-04-09 09:59:59,7396.0,2026-04-09 12:03:15,2026-04-09 20:39:52,30997.0,cn548,548,96,8,1216666.6666666665,0.3379629629629629,63,255.5,0.2555,4511359.083333333,1.2531553009259258,78.94878395833332,0.07894878395833332,3.707966369863014
5286198,2026-04-09 10:00:00,7415.0,2026-04-09 12:03:35,2026-04-09 19:58:19,28484.0,cn510,510,96,8,1109166.6666666665,0.3081018518518518,63,232.925,0.23292500000000002,3700828.3725490198,1.0280078812636166,64.76449651960785,0.06476449651960785,3.3365845582710927
5286213,2026-04-09 10:04:24,7161.0,2026-04-09 12:03:45,2026-04-10 04:13:20,58175.0,cn008,008,96,8,2797500.0,0.7770833333333333,63,587.4749999999999,0.5874749999999999,13551309.004273504,3.7642525011870847,237.14790757478633,0.23714790757478632,4.844078285709921
5286214,2026-04-09 10:04:24,7165.0,2026-04-09 12:03:49,2026-04-10 05:38:21,63272.0,cn054,054,96,8,3121666.6666666665,0.8671296296296296,63,655.55,0.65555,22575434.991182413,6.270954164217337,395.0701123456922,0.3950701123456922,7.231853173897196
5286215,2026-04-09 10:04:37,7159.0,2026-04-09 12:03:56,2026-04-10 04:09:26,57930.0,cn020,020,96,8,2830833.333333333,0.7863425925925925,63,594.475,0.594475,0.0,0.0,0.0,0.0,0.0
5286216,2026-04-09 10:04:38,7165.0,2026-04-09 12:04:03,2026-04-09 12:07:27,204.0,cn306,306,256,8,7640.3125,0.0021223090277777776,63,4.278575,0.004278575,69230.08333333333,0.0192305787037037,1.2115264583333332,0.0012115264583333332,9.061158602260488
5286217,2026-04-09 10:04:39,7181.0,2026-04-09 12:04:20,2026-04-09 21:36:46,34346.0,cn309,309,256,8,1268750.0,0.3524305555555556,63,710.5,0.7105,16954802.303968254,4.709667306657848,296.70904031944445,0.29670904031944445,13.363390978497147
5286218,2026-04-09 10:04:41,7192.0,2026-04-09 12:04:33,2026-04-09 21:31:08,33995.0,cn319,319,256,8,1281875.0,0.3560763888888889,63,717.85,0.71785,17726255.16102231,4.923959766950642,310.2094653178904,0.3102094653178904,13.828380427906238
5286219,2026-04-09 10:04:57,7181.0,2026-04-09 12:04:38,2026-04-10 07:13:09,68911.0,cn014,014,96,8,3236666.6666666665,0.899074074074074,63,679.7,0.6797000000000001,28948252.16013072,8.041181155591866,506.5944128022876,0.5065944128022876,8.943847217342139
5286220,2026-04-09 10:05:01,7211.0,2026-04-09 12:05:12,2026-04-10 03:30:42,55530.0,cn117,117,96,8,2711666.6666666665,0.7532407407407407,63,569.45,0.56945,19738848.00297637,5.483013334160103,345.4298400520865,0.3454298400520865,7.279230978356375
5286221,2026-04-09 10:05:02,7219.0,2026-04-09 12:05:21,2026-04-10 09:00:16,75295.0,cn540,540,96,8,2971666.6666666665,0.825462962962963,63,624.05,0.62405,22655441.238300655,6.293178121750182,396.4702216702614,0.3964702216702614,7.623816457083787
5286222,2026-04-09 10:05:04,7217.0,2026-04-09 12:05:21,2026-04-09 20:50:40,31519.0,cn321,321,256,8,1209687.5,0.33602430555555557,63,677.4250000000001,0.677425,11793944.386449661,3.2760956629026836,206.39402676286906,0.20639402676286905,9.749579446303
5286223,2026-04-09 10:05:06,7222.0,2026-04-09 12:05:28,2026-04-10 03:41:09,56141.0,cn002,002,96,8,2670833.333333333,0.741898148148148,63,560.8749999999999,0.5608749999999999,18021620.525947712,5.006005701652143,315.378359204085,0.31537835920408497,6.747564627499925
5286224,2026-04-09 10:05:09,7228.0,2026-04-09 12:05:37,2026-04-09 21:24:00,33503.0,cn303,303,256,8,1251562.5,0.34765625,63,700.875,0.700875,17511855.468323343,4.864404296756484,306.45747069565846,0.3064574706956585,13.991994381681572
5286226,2026-04-09 10:05:10,7234.0,2026-04-09 12:05:44,2026-04-09 21:54:09,35305.0,cn312,312,256,8,1278125.0,0.3550347222222222,63,715.75,0.71575,7224045.357284382,2.0066792659123283,126.42079375247668,0.1264207937524767,5.652064827215164
5286225,2026-04-09 10:05:09,7235.0,2026-04-09 12:05:44,2026-04-10 09:38:19,77555.0,cn534,534,96,8,3019166.6666666665,0.8386574074074074,63,634.025,0.634025,19510610.256198425,5.419613960055118,341.4356794834724,0.3414356794834724,6.46225015386092
5286227,2026-04-09 10:05:12,7234.0,2026-04-09 12:05:46,2026-04-10 04:30:40,59094.0,cn040,040,96,8,2921666.6666666665,0.811574074074074,63,613.55,0.6135499999999999,0.0,0.0,0.0,0.0,0.0
5286228,2026-04-09 10:05:15,7232.0,2026-04-09 12:05:47,2026-04-10 03:18:15,54748.0,cn063,063,96,8,2576666.6666666665,0.7157407407407407,63,541.1,0.5411,18415503.916239318,5.115417754510921,322.271318534188,0.322271318534188,7.147026099446049
5286229,2026-04-09 10:05:17,7239.0,2026-04-09 12:05:56,2026-04-10 03:42:47,56211.0,cn093,093,96,8,2789999.9999999995,0.7749999999999999,63,585.9,0.5859,22272018.5,6.186671805555555,389.76032375,0.38976032374999997,7.982802329749105
5286230,2026-04-09 10:05:18,7255.0,2026-04-09 12:06:13,2026-04-09 21:57:37,35484.0,cn305,305,256,8,1357187.5,0.37699652777777776,63,760.025,0.760025,18746551.431854255,5.207375397737294,328.0646500574495,0.3280646500574495,13.812794055246055
5286231,2026-04-09 10:05:20,7256.0,2026-04-09 12:06:16,2026-04-10 04:17:13,58257.0,cn008,008,96,8,2801666.6666666665,0.7782407407407407,63,588.35,0.58835,13566174.993162394,3.7683819425451093,237.40806238034187,0.23740806238034187,4.84218024741073
5286232,2026-04-09 10:05:21,7259.0,2026-04-09 12:06:20,2026-04-10 03:57:04,57044.0,cn037,037,96,8,2731666.6666666665,0.7587962962962963,63,573.65,0.57365,14291567.683120739,3.969879911977983,250.10243445461293,0.25010243445461294,5.231812452637245
5286233,2026-04-09 10:05:24,7261.0,2026-04-09 12:06:25,2026-04-09 20:48:45,31340.0,cn314,314,256,8,1197812.5,0.33272569444444444,63,670.775,0.670775,14078036.31984127,3.9105656444003527,246.36563559722222,0.24636563559722222,11.753121894988798
5286234,2026-04-09 10:05:27,7264.0,2026-04-09 12:06:31,2026-04-10 08:26:05,73174.0,cn536,536,96,8,2863333.333333333,0.7953703703703703,63,601.3,0.6013,18188119.216666665,5.052255337962962,318.29208629166664,0.3182920862916666,6.352078888242142
5286235,2026-04-09 10:05:29,7267.0,2026-04-09 12:06:36,2026-04-09 21:49:56,35000.0,cn312,312,256,8,1266562.5,0.35182291666666665,63,709.275,0.709275,7056074.690617716,1.96002074739381,123.48130708581003,0.12348130708581002,5.571043427085293
5286236,2026-04-09 10:05:31,7267.0,2026-04-09 12:06:38,2026-04-10 04:22:09,58531.0,cn011,011,96,8,2806666.6666666665,0.7796296296296296,63,589.4,0.5893999999999999,13959660.933333334,3.8776835925925925,244.29406633333332,0.2442940663333333,4.973750926365796
5286237,2026-04-09 10:05:32,7267.0,2026-04-09 12:06:39,2026-04-09 22:38:27,37908.0,cn307,307,256,8,1391562.5,0.38654513888888886,63,779.275,0.7792749999999999,21040739.23956599,5.844649788768331,368.21293669240487,0.36821293669240485,15.12022581778827
5286238,2026-04-09 10:05:34,7276.0,2026-04-09 12:06:50,2026-04-09 21:47:14,34824.0,cn320,320,256,8,1287500.0,0.3576388888888889,63,721.0,0.721,13441760.934108049,3.7338224816966803,235.23081634689086,0.23523081634689086,10.440202667268387
5286239,2026-04-09 10:05:35,7283.0,2026-04-09 12:06:58,2026-04-10 05:17:27,61829.0,cn103,103,96,8,2975833.333333333,0.8266203703703703,63,624.925,0.624925,24484998.166666668,6.80138837962963,428.4874679166667,0.4284874679166667,8.227946737608514
5286240,2026-04-09 10:05:37,7283.0,2026-04-09 12:07:00,2026-04-10 03:59:33,57153.0,cn075,075,96,8,2845000.0,0.7902777777777777,63,597.4499999999999,0.5974499999999999,14958474.824962292,4.1551318958228585,261.77330943684007,0.2617733094368401,5.257811889266184
5286241,2026-04-09 10:05:38,7283.0,2026-04-09 12:07:01,2026-04-09 12:10:25,204.0,cn305,305,256,8,7835.0,0.0021763888888888887,63,4.3876,0.0043876,81002.16666666667,0.02250060185185185,1.4175379166666666,0.0014175379166666666,10.338502446288025
5286242,2026-04-09 10:05:42,7281.0,2026-04-09 12:07:03,2026-04-10 02:46:55,52792.0,cn071,071,96,8,2620000.0,0.7277777777777777,63,550.1999999999999,0.5501999999999999,19366464.71111111,5.379573530864197,338.9131324444444,0.3389131324444444,7.39178042408821
5286243,2026-04-09 10:05:42,7292.0,2026-04-09 12:07:14,2026-04-09 23:17:39,40225.0,cn317,317,256,8,1505000.0,0.41805555555555557,63,842.8000000000001,0.8428000000000001,25400171.952777777,7.055603320216049,444.5030091736111,0.4445030091736111,16.877190666297526
5286244,2026-04-09 10:05:42,7305.0,2026-04-09 12:07:27,2026-04-09 22:49:59,38552.0,cn306,306,256,8,1462812.5,0.40633680555555557,63,819.1750000000001,0.8191750000000001,21313061.56513764,5.9202948792049,372.9785773899087,0.3729785773899087,14.569920317974887
5286245,2026-04-09 10:05:44,7304.0,2026-04-09 12:07:28,2026-04-10 03:45:59,56311.0,cn006,006,96,8,2715833.3333333335,0.7543981481481482,63,570.325,0.5703250000000001,17338278.856844306,4.8161885713456405,303.41987999477533,0.3034198799947753,6.384146863520456
5286247,2026-04-09 10:05:45,7305.0,2026-04-09 12:07:30,2026-04-10 06:03:01,64531.0,cn010,010,96,8,3135000.0,0.8708333333333333,63,658.3499999999999,0.6583499999999999,0.0,0.0,0.0,0.0,0.0
5286248,2026-04-09 10:05:46,7305.0,2026-04-09 12:07:31,2026-04-10 08:25:04,73053.0,cn547,547,96,8,2850000.0,0.7916666666666666,63,598.5,0.5985,14700166.020820938,4.083379450228039,257.2529053643664,0.2572529053643664,5.157952989761733
5286249,2026-04-09 10:05:48,7310.0,2026-04-09 12:07:38,2026-04-09 12:11:14,216.0,cn510,510,96,8,8504.166666666666,0.0023622685185185183,63,1.7858749999999999,0.001785875,50363.666666666664,0.013989907407407407,0.8813641666666667,0.0008813641666666667,5.922234198922097
5286250,2026-04-09 10:05:49,7325.0,2026-04-09 12:07:54,2026-04-09 22:00:18,35544.0,cn312,312,256,8,1287500.0,0.3576388888888889,63,721.0,0.721,7596578.607284382,2.1101607242456617,132.94012562747668,0.13294012562747667,5.900255228958743
5286266,2026-04-09 10:11:24,7015.0,2026-04-09 12:08:19,2026-04-09 15:05:46,10647.0,cn318,318,256,8,406562.5,0.11293402777777778,63,227.675,0.22767500000000002,3184135.6507936507,0.8844821252204585,55.72237388888889,0.05572237388888889,7.831847872820663
5286251,2026-04-09 10:05:50,7349.0,2026-04-09 12:08:19,2026-04-10 03:50:51,56552.0,cn003,003,96,8,2857500.0,0.79375,63,600.075,0.600075,19102331.389260508,5.306203163683475,334.29079931205894,0.33429079931205896,6.684980363695716
5286267,2026-04-09 10:11:24,7022.0,2026-04-09 12:08:26,2026-04-09 16:25:49,15443.0,cn319,319,256,8,595312.5,0.16536458333333334,63,333.375,0.333375,2142245.531260406,0.5950682031278905,37.48929679705711,0.037489296797057106,3.5985226771828343
5286268,2026-04-09 10:11:25,7024.0,2026-04-09 12:08:29,2026-04-09 13:36:03,5254.0,cn065,065,96,8,248333.3333333333,0.06898148148148148,63,52.15,0.05215,2869434.5,0.7970651388888889,50.21510375,0.05021510375,11.55476979865772
5286270,2026-04-09 10:11:27,7024.0,2026-04-09 12:08:31,2026-04-09 15:55:02,13591.0,cn093,093,96,8,679166.6666666666,0.18865740740740738,63,142.625,0.142625,3278202.5,0.9106118055555555,57.36854375,0.05736854375,4.826801226993865
5286271,2026-04-09 10:11:28,7026.0,2026-04-09 12:08:34,2026-04-09 16:26:56,15502.0,cn309,309,256,8,574687.5,0.15963541666666667,63,321.825,0.32182499999999997,2341199.603968254,0.6503332233245149,40.97099306944444,0.04097099306944444,4.073865542522247
5286272,2026-04-09 10:11:30,7039.0,2026-04-09 12:08:49,2026-04-09 19:31:30,26561.0,cn023,023,96,8,1275833.3333333333,0.35439814814814813,63,267.925,0.267925,4506316.134515891,1.2517544818099697,78.8605323540281,0.0788605323540281,3.5320570616715017
5286273,2026-04-09 10:11:31,7045.0,2026-04-09 12:08:56,2026-04-09 22:30:26,37290.0,cn525,525,96,8,1446666.6666666665,0.4018518518518518,63,303.8,0.3038,5061462.054165768,1.4059616817127134,88.57558594790095,0.08857558594790095,3.498706489054679
5286274,2026-04-09 10:11:35,7042.0,2026-04-09 12:08:57,2026-04-09 20:16:37,29260.0,cn299,299,96,8,1189166.6666666665,0.33032407407407405,63,249.725,0.249725,5517874.85,1.532743013888889,96.562809875,0.096562809875,4.640119004905396
5286275,2026-04-09 10:11:37,7058.0,2026-04-09 12:09:15,2026-04-09 20:08:45,28770.0,cn002,002,96,8,1375000.0,0.3819444444444444,63,288.75,0.28875,5293719.59,1.4704776638888888,92.640092825,0.09264009282499999,3.8499778836363636
5286276,2026-04-09 10:11:39,7056.0,2026-04-09 12:09:15,2026-04-09 16:47:44,16709.0,cn317,317,256,8,646250.0,0.1795138888888889,63,361.9,0.3619,2823944.052777778,0.7844289035493828,49.419020923611114,0.04941902092361111,4.36973934665807
5286277,2026-04-09 10:11:43,7055.0,2026-04-09 12:09:18,2026-04-09 21:22:04,33166.0,cn076,076,96,8,1632500.0,0.4534722222222222,63,342.825,0.342825,7296448.266363637,2.0267911851010103,127.68784466136366,0.12768784466136365,4.469493578170681
5286278,2026-04-09 10:11:44,7070.0,2026-04-09 12:09:34,2026-04-09 22:44:09,38075.0,cn534,534,96,8,1479166.6666666665,0.4108796296296296,63,310.625,0.310625,4175051.6650406504,1.1597365736224028,73.06340413821138,0.07306340413821139,2.822570139745792
5286279,2026-04-09 10:11:45,7080.0,2026-04-09 12:09:45,2026-04-09 15:46:09,12984.0,cn321,321,256,8,500625.0,0.1390625,63,280.35,0.28035000000000004,1864546.5912115662,0.5179296086698795,32.629565346202405,0.032629565346202406,3.724437635378909
5286280,2026-04-09 10:11:47,7094.0,2026-04-09 12:10:01,2026-04-09 18:52:32,24151.0,cn086,086,96,8,1206666.6666666665,0.33518518518518514,63,253.4,0.2534,4121227.5857142857,1.1447854404761906,72.12148275000001,0.07212148275000001,3.415381977111287
5286281,2026-04-09 10:11:48,7102.0,2026-04-09 12:10:10,2026-04-09 16:09:58,14388.0,cn319,319,256,8,554687.5,0.1540798611111111,63,310.625,0.310625,1971622.6044927295,0.5476729456924249,34.503395578622765,0.03450339557862277,3.5544745545784417
5286282,2026-04-09 10:11:50,7101.0,2026-04-09 12:10:11,2026-04-09 19:12:43,25352.0,cn031,031,96,8,1240833.3333333333,0.3446759259259259,63,260.575,0.260575,6795520.158119658,1.8876444883665717,118.92160276709402,0.11892160276709401,5.476577696268361
5286283,2026-04-09 10:11:51,7101.0,2026-04-09 12:10:12,2026-04-09 19:52:40,27748.0,cn525,525,96,8,1080000.0,0.3,63,226.8,0.2268,2922722.308263305,0.8118673078509181,51.14764039460784,0.05114764039460784,2.7062243595030604
5286284,2026-04-09 10:11:53,7107.0,2026-04-09 12:10:20,2026-04-09 12:13:44,204.0,cn302,302,256,8,7778.75,0.0021607638888888887,63,4.3561,0.0043561,222594.0,0.06183166666666667,3.895395,0.0038953950000000003,28.6156516149767
5286285,2026-04-09 10:11:54,7109.0,2026-04-09 12:10:23,2026-04-09 12:14:02,219.0,cn544,544,96,8,8817.5,0.0024493055555555557,63,1.851675,0.001851675,93667.0,0.02601861111111111,1.6391725,0.0016391725,10.62285228239297
5286286,2026-04-09 10:11:57,7108.0,2026-04-09 12:10:25,2026-04-09 15:51:47,13282.0,cn305,305,256,8,510312.49999999994,0.1417534722222222,63,285.775,0.285775,2272874.7865079367,0.6313541073633158,39.775308763888894,0.03977530876388889,4.4538881303278615
5286287,2026-04-09 10:11:57,7119.0,2026-04-09 12:10:36,2026-04-09 19:09:10,25114.0,cn055,055,96,8,1205833.3333333333,0.3349537037037037,63,253.22500000000002,0.25322500000000003,7580390.5,2.105664027777778,132.65683375,0.13265683375,6.286433033863165
5286288,2026-04-09 10:11:58,7119.0,2026-04-09 12:10:37,2026-04-09 16:47:09,16592.0,cn304,304,256,8,643750.0,0.17881944444444445,63,360.5,0.3605,2419981.133025308,0.6722169813959189,42.34966982794289,0.04234966982794289,3.7591939930490224
5286289,2026-04-09 10:12:00,7120.0,2026-04-09 12:10:40,2026-04-09 20:33:09,30149.0,cn070,070,96,8,1393333.333333333,0.38703703703703696,63,292.59999999999997,0.29259999999999997,9595484.764705881,2.6654124346405226,167.92098338235292,0.16792098338235292,6.886711553616663
5286290,2026-04-09 10:12:01,7154.0,2026-04-09 12:11:15,2026-04-09 21:50:50,34775.0,cn510,510,96,8,1351666.6666666665,0.37546296296296294,63,283.84999999999997,0.28385,4816277.787430869,1.3378549409530194,84.28486128004022,0.08428486128004022,3.563214146064762
5286291,2026-04-09 10:12:03,7156.0,2026-04-09 12:11:19,2026-04-09 20:27:47,29788.0,cn109,109,96,8,1465833.3333333333,0.4071759259259259,63,307.825,0.307825,5486778.985294118,1.5241052736928105,96.01863224264706,0.09601863224264706,3.7431124402233893
5286292,2026-04-09 10:12:04,7157.0,2026-04-09 12:11:21,2026-04-09 20:24:53,29612.0,cn041,041,96,8,1484166.6666666665,0.4122685185185185,63,311.675,0.31167500000000004,6697375.294117647,1.860382026143791,117.20406764705882,0.11720406764705882,4.512549327872644
5286293,2026-04-09 10:12:06,7181.0,2026-04-09 12:11:47,2026-04-09 19:16:18,25471.0,cn086,086,96,8,1272500.0,0.35347222222222224,63,267.22499999999997,0.267225,4391463.381035923,1.2198509391766452,76.85060916812864,0.07685060916812864,3.451051772916246
5286294,2026-04-09 10:12:07,7182.0,2026-04-09 12:11:49,2026-04-09 16:05:12,14003.0,cn308,308,256,8,537812.5,0.14939236111111112,63,301.175,0.301175,3296761.936111111,0.9157672044753087,57.69333388194445,0.05769333388194445,6.129946656336755
5286295,2026-04-09 10:12:08,7206.0,2026-04-09 12:12:14,2026-04-09 16:01:36,13762.0,cn306,306,256,8,523124.99999999994,0.14531249999999998,63,292.95,0.29295,1654735.6906787658,0.4596488029663238,28.9578745868784,0.0289578745868784,3.16317455804782
5286298,2026-04-09 10:13:25,7134.0,2026-04-09 12:12:19,2026-04-09 20:55:58,31419.0,cn513,513,96,8,1234166.6666666665,0.342824074074074,63,259.175,0.259175,5265156.166666667,1.4625433796296297,92.14023291666666,0.09214023291666666,4.266162997974343
5286318,2026-04-09 10:19:26,6776.0,2026-04-09 12:12:22,2026-04-09 21:49:58,34656.0,cn513,513,96,8,1360833.333333333,0.37800925925925916,63,285.775,0.285775,6019111.666666667,1.671975462962963,105.33445416666667,0.10533445416666667,4.423107164727496
5286319,2026-04-09 10:19:26,6794.0,2026-04-09 12:12:40,2026-04-09 15:57:07,13467.0,cn311,311,256,8,510000.0,0.14166666666666666,63,285.59999999999997,0.28559999999999997,4298731.233333333,1.1940920092592593,75.22779658333333,0.07522779658333333,8.42888477124183
5286320,2026-04-09 10:19:27,6808.0,2026-04-09 12:12:55,2026-04-09 19:44:27,27092.0,cn063,063,96,8,1300000.0,0.3611111111111111,63,273.0,0.273,5878017.594017094,1.6327826650047483,102.86530789529914,0.10286530789529914,4.521551995397765
5286321,2026-04-09 10:19:27,6812.0,2026-04-09 12:12:59,2026-04-09 19:41:31,26912.0,cn109,109,96,8,1327500.0,0.36875,63,278.775,0.278775,4672898.985294118,1.2980274959150326,81.77573224264705,0.08177573224264706,3.5200745651933087
5286322,2026-04-09 10:19:29,6820.0,2026-04-09 12:13:09,2026-04-09 16:11:31,14302.0,cn309,309,256,8,528750.0,0.146875,63,296.1,0.29610000000000003,2048820.961111111,0.5691169336419754,35.85436681944445,0.03585436681944445,3.874838697136853
