JobID,start_time,end_time,runtime_sec,NodeList,energy_kwh
5293310,2026-04-09 21:10:13,2026-04-09 21:10:15,2.0,cn295,0.00025277777777777777
5293312,2026-04-09 21:07:33,2026-04-09 21:07:34,1.0,cn102,0.00016
5293314,2026-04-09 21:07:33,2026-04-09 21:07:35,2.0,cn504,0.0002597222222222222
5293315,2026-04-09 21:09:21,2026-04-09 21:09:23,2.0,cn504,0.0002575
5293410,2026-04-09 21:23:07,2026-04-09 21:23:08,1.0,cn019,0.00016
5293555,2026-04-09 21:46:55,2026-04-09 21:46:57,2.0,cn539,0.00026388888888888886
5293556,2026-04-09 21:46:55,2026-04-09 21:46:56,1.0,cn045,0.00017
5293557,2026-04-09 21:46:56,2026-04-09 21:46:57,1.0,cn045,0.00016333333333333334
5293740,2026-04-09 22:07:33,2026-04-09 22:07:35,2.0,cn294,0.0002666666666666667
5293743,2026-04-09 22:07:35,2026-04-09 22:07:38,3.0,cn294,0.0002666666666666667
5293744,2026-04-09 22:07:33,2026-04-09 22:07:35,2.0,cn550,0.00025277777777777777
5293746,2026-04-09 22:07:38,2026-04-09 22:07:39,1.0,cn099,0.00016
5294087,2026-04-09 22:47:49,2026-04-09 22:47:51,2.0,cn294,0.0002666666666666667
5294214,2026-04-09 23:07:32,2026-04-09 23:07:33,1.0,cn038,0.00015333333333333334
5294455,2026-04-09 23:46:54,2026-04-09 23:46:56,2.0,cn294,0.0002666666666666667
5294456,2026-04-09 23:46:54,2026-04-09 23:46:56,2.0,cn296,0.00026944444444444444
5294457,2026-04-09 23:46:54,2026-04-09 23:46:55,1.0,cn007,0.00016
5294459,2026-04-09 23:46:57,2026-04-09 23:46:58,1.0,cn007,0.00016
5294867,2026-04-10 00:46:54,2026-04-10 00:46:55,1.0,cn049,0.00015333333333333334
5294959,2026-04-10 01:07:33,2026-04-10 01:07:35,2.0,cn294,0.0002666666666666667
5294973,2026-04-10 01:07:50,2026-04-10 01:07:51,1.0,cn294,0.0002666666666666667
5295712,2026-04-10 02:46:56,2026-04-10 02:46:59,3.0,cn538,0.00027361111111111114
5295871,2026-04-10 03:12:06,2026-04-10 03:12:08,2.0,cn298,0.00020888888888888888
5296141,2026-04-10 03:58:09,2026-04-10 03:58:11,2.0,cn298,0.00019222222222222224
5296259,2026-04-10 04:07:36,2026-04-10 04:07:38,2.0,cn508,0.0002611111111111111
5296261,2026-04-10 04:24:42,2026-04-10 04:24:45,3.0,cn298,0.00020277777777777777
5296262,2026-04-10 04:24:45,2026-04-10 04:24:47,2.0,cn298,0.0002013888888888889
5296481,2026-04-10 04:46:54,2026-04-10 04:46:55,1.0,cn080,0.00016666666666666666
5296673,2026-04-10 05:07:32,2026-04-10 05:07:33,1.0,cn043,0.00016666666666666666
5297105,2026-04-10 05:46:54,2026-04-10 05:46:56,2.0,cn295,0.0002561111111111111
5297109,2026-04-10 05:46:56,2026-04-10 05:46:58,2.0,cn295,0.0002575
5297110,2026-04-10 05:46:57,2026-04-10 05:47:00,3.0,cn295,0.00025833333333333334
5297141,2026-04-10 05:50:59,2026-04-10 05:51:02,3.0,cn298,0.00019444444444444443
5297145,2026-04-10 05:51:02,2026-04-10 05:51:04,2.0,cn298,0.00019166666666666667
5297278,2026-04-10 06:07:33,2026-04-10 06:07:35,2.0,cn508,0.0002555555555555556
5297279,2026-04-10 06:07:33,2026-04-10 06:07:35,2.0,cn538,0.00025694444444444446
5297282,2026-04-10 06:07:35,2026-04-10 06:07:37,2.0,cn508,0.0002575
5297287,2026-04-10 06:07:44,2026-04-10 06:07:46,2.0,cn508,0.00025333333333333333
5297606,2026-04-10 06:46:53,2026-04-10 06:46:55,2.0,cn508,0.00026444444444444443
5297730,2026-04-10 07:13:19,2026-04-10 07:13:21,2.0,cn297,0.00026944444444444444
5297732,2026-04-10 07:13:22,2026-04-10 07:13:24,2.0,cn297,0.00026944444444444444
5297733,2026-04-10 07:13:25,2026-04-10 07:13:27,2.0,cn297,0.00026944444444444444
5297811,2026-04-10 07:13:27,2026-04-10 07:13:29,2.0,cn297,0.00026944444444444444
5298211,2026-04-10 07:46:52,2026-04-10 07:46:55,3.0,cn297,0.0002658333333333333
5298216,2026-04-10 07:46:55,2026-04-10 07:46:58,3.0,cn297,0.000265
5298230,2026-04-10 07:47:05,2026-04-10 07:47:07,2.0,cn297,0.0002666666666666667
5298232,2026-04-10 07:47:07,2026-04-10 07:47:10,3.0,cn297,0.0002666666666666667
5298234,2026-04-10 07:47:11,2026-04-10 07:47:13,2.0,cn297,0.0002666666666666667
5298557,2026-04-10 08:07:51,2026-04-10 08:07:52,1.0,cn043,0.00016666666666666666
5299076,2026-04-10 08:49:28,2026-04-10 08:49:30,2.0,cn296,0.0002722222222222222
5299077,2026-04-10 08:49:30,2026-04-10 08:49:33,3.0,cn296,0.0002722222222222222
5299088,2026-04-10 08:47:24,2026-04-10 08:47:25,1.0,cn007,0.00016666666666666666
5299246,2026-04-10 09:07:32,2026-04-10 09:07:34,2.0,cn295,0.0002555555555555556
5299247,2026-04-10 09:07:34,2026-04-10 09:07:36,2.0,cn295,0.0002555555555555556
5300654,2026-04-10 10:07:34,2026-04-10 10:07:35,1.0,cn037,0.00016
5300951,2026-04-10 10:46:54,2026-04-10 10:46:56,2.0,cn295,0.00026
5300952,2026-04-10 10:46:54,2026-04-10 10:46:56,2.0,cn295,0.00025944444444444447
5300955,2026-04-10 10:46:56,2026-04-10 10:46:58,2.0,cn533,0.00020333333333333333
5301163,2026-04-10 11:12:13,2026-04-10 11:12:15,2.0,cn298,0.00025416666666666665
5301166,2026-04-10 11:07:33,2026-04-10 11:07:34,1.0,cn073,0.00016666666666666666
5301167,2026-04-10 11:12:15,2026-04-10 11:12:17,2.0,cn298,0.00019444444444444443
5301169,2026-04-10 11:12:17,2026-04-10 11:12:19,2.0,cn298,9.694444444444445e-05
5301434,2026-04-10 11:46:52,2026-04-10 11:46:54,2.0,cn295,0.00026388888888888886
5301671,2026-04-10 12:07:34,2026-04-10 12:07:36,2.0,cn505,0.00025833333333333334
5302192,2026-04-10 12:46:51,2026-04-10 12:46:53,2.0,cn505,0.0002602777777777778
5302193,2026-04-10 12:46:51,2026-04-10 12:46:53,2.0,cn299,0.0002666666666666667
5302195,2026-04-10 12:46:53,2026-04-10 12:46:56,3.0,cn505,0.0002575
5302339,2026-04-10 13:07:34,2026-04-10 13:07:35,1.0,cn070,0.00015666666666666666
5302686,2026-04-10 13:46:52,2026-04-10 13:46:54,2.0,cn507,0.0002625
5302688,2026-04-10 13:46:54,2026-04-10 13:46:56,2.0,cn507,0.00026166666666666667
5302689,2026-04-10 13:46:54,2026-04-10 13:46:56,2.0,cn507,0.00026166666666666667
5302930,2026-04-10 14:07:35,2026-04-10 14:07:36,1.0,cn064,0.00016
5302933,2026-04-10 14:18:54,2026-04-10 14:18:56,2.0,cn298,0.00017638888888888888
5303226,2026-04-10 14:46:55,2026-04-10 14:46:56,1.0,cn041,0.00016666666666666666
5303362,2026-04-10 15:07:32,2026-04-10 15:07:33,1.0,cn010,0.00016
5303695,2026-04-10 15:46:53,2026-04-10 15:46:55,2.0,cn538,0.0002611111111111111
5303698,2026-04-10 15:46:55,2026-04-10 15:46:56,1.0,cn010,0.00015333333333333334
5303700,2026-04-10 15:47:38,2026-04-10 15:47:41,3.0,cn298,0.00022916666666666666
5306400,2026-04-10 16:46:55,2026-04-10 16:46:56,1.0,cn081,0.00016
5306857,2026-04-10 17:09:22,2026-04-10 17:09:24,2.0,cn295,0.00026444444444444443
5307194,2026-04-10 17:46:55,2026-04-10 17:46:57,2.0,cn296,0.0002666666666666667
5307881,2026-04-10 18:08:31,2026-04-10 18:08:32,1.0,cn008,0.00016
5308526,2026-04-10 18:46:55,2026-04-10 18:46:56,1.0,cn064,0.00016
5308563,2026-04-10 18:47:46,2026-04-10 18:47:48,2.0,cn028,0.00016
5309108,2026-04-10 19:08:01,2026-04-10 19:08:02,1.0,cn044,0.00016666666666666666
5309123,2026-04-10 19:13:15,2026-04-10 19:13:17,2.0,cn299,0.00026388888888888886
5309862,2026-04-10 19:47:36,2026-04-10 19:47:38,2.0,cn298,0.00017777777777777779
5310149,2026-04-10 20:12:41,2026-04-10 20:12:43,2.0,cn296,0.0002666666666666667
5310555,2026-04-10 20:46:54,2026-04-10 20:46:56,2.0,cn514,0.00025333333333333333
5310556,2026-04-10 20:46:54,2026-04-10 20:46:56,2.0,cn514,0.00025416666666666665
5310557,2026-04-10 20:46:56,2026-04-10 20:46:57,1.0,cn514,0.000125
5310674,2026-04-10 21:07:33,2026-04-10 21:07:35,2.0,cn544,0.0002588888888888889
5310675,2026-04-10 21:07:33,2026-04-10 21:07:35,2.0,cn544,0.0002588888888888889
5310676,2026-04-10 21:07:33,2026-04-10 21:07:35,2.0,cn544,0.0002588888888888889
5310677,2026-04-10 21:07:33,2026-04-10 21:07:35,2.0,cn544,0.00027194444444444445
5310995,2026-04-10 21:46:55,2026-04-10 21:46:56,1.0,cn081,0.00016
5310996,2026-04-10 21:46:55,2026-04-10 21:46:56,1.0,cn089,0.00016666666666666666
5310998,2026-04-10 21:46:56,2026-04-10 21:46:58,2.0,cn296,0.00026944444444444444
5311326,2026-04-10 22:07:32,2026-04-10 22:07:33,1.0,cn082,0.00016
5311327,2026-04-10 22:07:33,2026-04-10 22:07:34,1.0,cn082,0.00016
5311562,2026-04-10 22:46:52,2026-04-10 22:46:53,1.0,cn116,0.00016666666666666666
5311563,2026-04-10 22:47:18,2026-04-10 22:47:20,2.0,cn296,0.00026944444444444444
5311567,2026-04-10 22:46:56,2026-04-10 22:46:57,1.0,cn116,0.00016666666666666666
5311741,2026-04-10 23:08:02,2026-04-10 23:08:04,2.0,cn294,0.00013333333333333334
5311777,2026-04-10 23:09:40,2026-04-10 23:09:41,1.0,cn299,0.00013333333333333334
5312071,2026-04-10 23:46:51,2026-04-10 23:46:53,2.0,cn294,0.00026388888888888886
5312072,2026-04-10 23:46:51,2026-04-10 23:46:54,3.0,cn298,0.00022777777777777778
5312218,2026-04-11 00:07:49,2026-04-11 00:07:51,2.0,cn298,0.00019583333333333334
5312239,2026-04-11 00:08:09,2026-04-11 00:08:11,2.0,cn299,0.0002666666666666667
5312738,2026-04-11 01:07:58,2026-04-11 01:08:00,2.0,cn295,0.0002666666666666667
5313280,2026-04-11 02:07:30,2026-04-11 02:07:32,2.0,cn540,0.00026388888888888886
5313282,2026-04-11 02:07:37,2026-04-11 02:07:39,2.0,cn540,0.000275
5313765,2026-04-11 02:47:05,2026-04-11 02:47:06,1.0,cn019,0.00016333333333333334
5313770,2026-04-11 02:47:10,2026-04-11 02:47:11,1.0,cn019,0.00018
5313952,2026-04-11 03:07:32,2026-04-11 03:07:33,1.0,cn091,0.00016666666666666666
5313955,2026-04-11 03:07:33,2026-04-11 03:07:35,2.0,cn509,0.00025833333333333334
5314348,2026-04-11 03:46:56,2026-04-11 03:46:58,2.0,cn538,0.00025416666666666665
5314385,2026-04-11 03:47:38,2026-04-11 03:47:40,2.0,cn538,0.00025055555555555557
5314387,2026-04-11 03:47:40,2026-04-11 03:47:42,2.0,cn538,0.00025
5314483,2026-04-11 04:07:38,2026-04-11 04:07:39,1.0,cn074,0.00017333333333333334
5315489,2026-04-11 05:46:55,2026-04-11 05:46:57,2.0,cn297,0.00026944444444444444
5315701,2026-04-11 06:08:50,2026-04-11 06:08:52,2.0,cn298,0.0002111111111111111
5315702,2026-04-11 06:08:53,2026-04-11 06:08:55,2.0,cn298,0.00021305555555555555
5315706,2026-04-11 06:07:41,2026-04-11 06:07:43,2.0,cn533,0.00025833333333333334
5316197,2026-04-11 06:47:31,2026-04-11 06:47:33,2.0,cn294,0.0002666666666666667
5316505,2026-04-11 07:07:34,2026-04-11 07:07:35,1.0,cn503,0.00012916666666666667
5316895,2026-04-11 07:47:04,2026-04-11 07:47:06,2.0,cn294,0.0002666666666666667
5317957,2026-04-11 09:46:53,2026-04-11 09:46:55,2.0,cn296,0.0002611111111111111
5318250,2026-04-11 10:07:57,2026-04-11 10:07:59,2.0,cn533,0.00025277777777777777
5318671,2026-04-11 10:46:55,2026-04-11 10:46:57,2.0,cn299,0.00026388888888888886
5318673,2026-04-11 10:46:55,2026-04-11 10:46:56,1.0,cn027,0.00016
5318838,2026-04-11 11:07:32,2026-04-11 11:07:34,2.0,cn294,0.0002666666666666667
5319908,2026-04-11 12:46:56,2026-04-11 12:46:57,1.0,cn001,0.00016666666666666666
5320035,2026-04-11 13:07:33,2026-04-11 13:07:34,1.0,cn294,0.00013333333333333334
5320036,2026-04-11 13:07:34,2026-04-11 13:07:35,1.0,cn001,0.00017333333333333334
5320039,2026-04-11 13:07:34,2026-04-11 13:07:37,3.0,cn294,0.0002666666666666667
5320040,2026-04-11 13:07:35,2026-04-11 13:07:37,2.0,cn001,0.00016666666666666666
5320349,2026-04-11 13:46:53,2026-04-11 13:46:55,2.0,cn294,0.0002666666666666667
5320354,2026-04-11 13:46:59,2026-04-11 13:47:00,1.0,cn294,0.00013333333333333334
5320742,2026-04-11 14:07:37,2026-04-11 14:07:39,2.0,cn528,0.0002588888888888889
5320809,2026-04-11 14:08:52,2026-04-11 14:08:53,1.0,cn093,0.00016666666666666666
5321643,2026-04-11 14:46:56,2026-04-11 14:46:58,2.0,cn295,0.0002666666666666667
5322124,2026-04-11 15:07:37,2026-04-11 15:07:39,2.0,cn519,0.0002561111111111111
5322128,2026-04-11 15:08:09,2026-04-11 15:08:11,2.0,cn295,0.0002666666666666667
5322856,2026-04-11 16:07:35,2026-04-11 16:07:36,1.0,cn112,0.00016
5323270,2026-04-11 16:47:17,2026-04-11 16:47:18,1.0,cn294,0.00013472222222222222
5323271,2026-04-11 16:47:17,2026-04-11 16:47:19,2.0,cn294,0.00026944444444444444
5323472,2026-04-11 17:07:55,2026-04-11 17:07:57,2.0,cn299,0.0002666666666666667
5324938,2026-04-11 17:51:21,2026-04-11 17:51:23,2.0,cn295,0.00026944444444444444
5324941,2026-04-11 17:51:23,2026-04-11 17:51:26,3.0,cn295,0.00026944444444444444
5324944,2026-04-11 17:51:26,2026-04-11 17:51:29,3.0,cn295,0.00026944444444444444
5325860,2026-04-11 18:46:53,2026-04-11 18:46:55,2.0,cn527,0.0002575
5325864,2026-04-11 18:46:55,2026-04-11 18:46:57,2.0,cn097,0.00016666666666666666
5325950,2026-04-11 19:07:34,2026-04-11 19:07:35,1.0,cn539,0.00013194444444444443
5325952,2026-04-11 19:07:36,2026-04-11 19:07:39,3.0,cn539,0.0002686111111111111
5325954,2026-04-11 19:08:51,2026-04-11 19:08:53,2.0,cn295,0.00026944444444444444
5326364,2026-04-11 19:46:56,2026-04-11 19:46:57,1.0,cn017,0.00017
5326423,2026-04-11 20:07:33,2026-04-11 20:07:34,1.0,cn041,0.00016666666666666666
5326740,2026-04-11 20:46:56,2026-04-11 20:46:58,2.0,cn294,0.0002666666666666667
5326741,2026-04-11 20:46:56,2026-04-11 20:46:58,2.0,cn294,0.0002666666666666667
5326745,2026-04-11 20:46:56,2026-04-11 20:46:58,2.0,cn515,0.00025833333333333334
5327542,2026-04-11 22:07:30,2026-04-11 22:07:32,2.0,cn087,0.00016
5327714,2026-04-11 22:23:06,2026-04-11 22:23:07,1.0,cn062,0.00016
5327970,2026-04-11 22:46:55,2026-04-11 22:46:56,1.0,cn106,0.00016666666666666666
5330116,2026-04-12 02:09:26,2026-04-12 02:09:28,2.0,cn297,0.00026944444444444444
5330129,2026-04-12 02:09:34,2026-04-12 02:09:36,2.0,cn297,0.00026944444444444444
5330479,2026-04-12 02:47:54,2026-04-12 02:47:56,2.0,cn299,0.0002722222222222222
5330481,2026-04-12 02:46:54,2026-04-12 02:46:55,1.0,cn521,0.0001277777777777778
5330482,2026-04-12 02:46:54,2026-04-12 02:46:56,2.0,cn521,0.0002555555555555556
5330485,2026-04-12 02:46:55,2026-04-12 02:46:57,2.0,cn521,0.0002555555555555556
5330486,2026-04-12 02:46:56,2026-04-12 02:46:58,2.0,cn521,0.0002555555555555556
5330633,2026-04-12 03:07:30,2026-04-12 03:07:32,2.0,cn051,0.00016
5330635,2026-04-12 03:07:30,2026-04-12 03:07:32,2.0,cn051,0.00016
5331035,2026-04-12 03:46:58,2026-04-12 03:47:00,2.0,cn527,0.000265
5331244,2026-04-12 04:07:33,2026-04-12 04:07:35,2.0,cn526,0.00026166666666666667
5331631,2026-04-12 04:46:57,2026-04-12 04:46:58,1.0,cn027,0.00015333333333333334
5331814,2026-04-12 05:09:32,2026-04-12 05:09:34,2.0,cn298,0.0002513888888888889
5331816,2026-04-12 05:07:33,2026-04-12 05:07:34,1.0,cn027,0.00015333333333333334
5331832,2026-04-12 05:14:53,2026-04-12 05:14:54,1.0,cn050,0.00016
5332104,2026-04-12 05:23:13,2026-04-12 05:23:14,1.0,cn042,0.00023
5333542,2026-04-12 06:46:57,2026-04-12 06:46:59,2.0,cn294,0.0002722222222222222
5333743,2026-04-12 07:07:34,2026-04-12 07:07:35,1.0,cn073,0.00016666666666666666
5333756,2026-04-12 07:07:51,2026-04-12 07:07:52,1.0,cn073,0.00016666666666666666
5334614,2026-04-12 08:07:47,2026-04-12 08:07:48,1.0,cn297,0.00014083333333333333
5334957,2026-04-12 08:46:51,2026-04-12 08:46:53,2.0,cn294,0.00026944444444444444
5334960,2026-04-12 08:46:53,2026-04-12 08:46:56,3.0,cn517,0.0002555555555555556
5334961,2026-04-12 08:46:53,2026-04-12 08:46:56,3.0,cn546,0.00026305555555555555
5334963,2026-04-12 08:46:56,2026-04-12 08:46:58,2.0,cn546,0.00026166666666666667
5336951,2026-04-12 10:07:31,2026-04-12 10:07:33,2.0,cn523,0.0002611111111111111
5336955,2026-04-12 10:09:53,2026-04-12 10:09:55,2.0,cn295,0.00026444444444444443
5336956,2026-04-12 10:09:55,2026-04-12 10:09:57,2.0,cn295,0.00026388888888888886
5336957,2026-04-12 10:07:33,2026-04-12 10:07:35,2.0,cn523,0.0002555555555555556
5337230,2026-04-12 10:46:53,2026-04-12 10:46:54,1.0,cn087,0.00016
5337232,2026-04-12 10:47:25,2026-04-12 10:47:27,2.0,cn295,0.00026444444444444443
5337234,2026-04-12 10:46:56,2026-04-12 10:46:58,2.0,cn519,0.0002625
5337963,2026-04-12 12:07:31,2026-04-12 12:07:33,2.0,cn295,0.00026388888888888886
5338836,2026-04-12 12:46:53,2026-04-12 12:46:54,1.0,cn027,0.00016
5338837,2026-04-12 12:46:54,2026-04-12 12:46:55,1.0,cn027,0.00016
5339661,2026-04-12 13:47:51,2026-04-12 13:47:53,2.0,cn298,0.00017361111111111112
5340246,2026-04-12 14:46:54,2026-04-12 14:46:57,3.0,cn296,0.0002722222222222222
5340248,2026-04-12 14:46:55,2026-04-12 14:46:58,3.0,cn539,0.00025833333333333334
5340249,2026-04-12 14:46:58,2026-04-12 14:47:00,2.0,cn296,0.0002722222222222222
5340250,2026-04-12 14:46:58,2026-04-12 14:47:00,2.0,cn296,0.0002722222222222222
5340777,2026-04-12 15:46:53,2026-04-12 15:46:54,1.0,cn003,0.00016666666666666666
5340781,2026-04-12 15:46:57,2026-04-12 15:47:00,3.0,cn294,0.00027
5340782,2026-04-12 15:46:58,2026-04-12 15:47:00,2.0,cn295,0.00026722222222222224
5340957,2026-04-12 16:07:34,2026-04-12 16:07:35,1.0,cn104,0.00016
5341616,2026-04-12 17:07:32,2026-04-12 17:07:34,2.0,cn294,0.00027
5342219,2026-04-12 18:08:20,2026-04-12 18:08:22,2.0,cn522,0.00026388888888888886
5342220,2026-04-12 18:08:20,2026-04-12 18:08:22,2.0,cn522,0.00026388888888888886
5343782,2026-04-12 19:46:50,2026-04-12 19:46:53,3.0,cn508,0.00026388888888888886
5343878,2026-04-12 19:48:31,2026-04-12 19:48:33,2.0,cn299,0.00026722222222222224
5344081,2026-04-12 20:08:36,2026-04-12 20:08:38,2.0,cn296,0.00026944444444444444
5344406,2026-04-12 20:46:52,2026-04-12 20:46:53,1.0,cn034,0.00016
5344726,2026-04-12 21:07:55,2026-04-12 21:07:56,1.0,cn297,0.00013194444444444443
5344737,2026-04-12 21:08:01,2026-04-12 21:08:03,2.0,cn297,0.00026388888888888886
5344764,2026-04-12 21:08:22,2026-04-12 21:08:24,2.0,cn297,0.00026388888888888886
5345073,2026-04-12 21:46:56,2026-04-12 21:46:58,2.0,cn514,0.00025416666666666665
5345295,2026-04-12 22:07:35,2026-04-12 22:07:37,2.0,cn513,0.00025694444444444446
5345297,2026-04-12 22:07:35,2026-04-12 22:07:36,1.0,cn007,0.00016666666666666666
5345631,2026-04-12 22:47:45,2026-04-12 22:47:47,2.0,cn294,0.00026944444444444444
5345632,2026-04-12 22:47:46,2026-04-12 22:47:48,2.0,cn294,0.00026944444444444444
5345718,2026-04-12 23:07:43,2026-04-12 23:07:44,1.0,cn040,0.00016666666666666666
5347211,2026-04-13 01:07:32,2026-04-13 01:07:34,2.0,cn295,0.0002666666666666667
5347241,2026-04-13 01:09:22,2026-04-13 01:09:24,2.0,cn296,0.00026944444444444444
5347497,2026-04-13 01:46:51,2026-04-13 01:46:52,1.0,cn024,0.00016
5347501,2026-04-13 01:46:54,2026-04-13 01:46:55,1.0,cn024,0.00016
5348322,2026-04-13 03:07:31,2026-04-13 03:07:32,1.0,cn532,0.00012916666666666667
5348323,2026-04-13 03:07:33,2026-04-13 03:07:35,2.0,cn532,0.0002611111111111111
5348324,2026-04-13 03:07:37,2026-04-13 03:07:39,2.0,cn532,0.00026305555555555555
5348892,2026-04-13 04:07:31,2026-04-13 04:07:32,1.0,cn042,0.00016666666666666666
5348923,2026-04-13 04:12:51,2026-04-13 04:12:52,1.0,cn021,0.00016
5350442,2026-04-13 04:47:14,2026-04-13 04:47:16,2.0,cn295,0.0002658333333333333
5350458,2026-04-13 04:47:22,2026-04-13 04:47:24,2.0,cn295,0.00026388888888888886
5351696,2026-04-13 05:07:33,2026-04-13 05:07:35,2.0,cn099,0.00016666666666666666
5351698,2026-04-13 05:07:33,2026-04-13 05:07:35,2.0,cn099,0.00016666666666666666
5353025,2026-04-13 06:07:33,2026-04-13 06:07:34,1.0,cn064,0.00016
5353376,2026-04-13 06:46:54,2026-04-13 06:46:56,2.0,cn296,0.0002666666666666667
5353601,2026-04-13 07:07:34,2026-04-13 07:07:35,1.0,cn074,0.00016666666666666666
5353602,2026-04-13 07:07:35,2026-04-13 07:07:37,2.0,cn502,0.0002597222222222222
5354721,2026-04-13 08:46:53,2026-04-13 08:46:55,2.0,cn294,0.0002666666666666667
5354722,2026-04-13 08:46:53,2026-04-13 08:46:55,2.0,cn296,0.0002666666666666667
5355075,2026-04-13 09:07:32,2026-04-13 09:07:33,1.0,cn057,0.00016666666666666666
5356331,2026-04-13 10:07:33,2026-04-13 10:07:35,2.0,cn514,0.00025416666666666665
5356682,2026-04-13 10:46:51,2026-04-13 10:46:53,2.0,cn294,0.0002666666666666667
5356686,2026-04-13 10:46:54,2026-04-13 10:46:55,1.0,cn117,0.00016666666666666666
5356869,2026-04-13 11:07:33,2026-04-13 11:07:36,3.0,cn295,0.0002652777777777778
5357339,2026-04-13 12:08:31,2026-04-13 12:08:33,2.0,cn535,0.0002611111111111111
5357741,2026-04-13 12:46:52,2026-04-13 12:46:53,1.0,cn041,0.00016666666666666666
5357744,2026-04-13 12:46:54,2026-04-13 12:46:56,2.0,cn295,0.0002666666666666667
5357746,2026-04-13 12:46:55,2026-04-13 12:46:58,3.0,cn295,0.0002666666666666667
5358412,2026-04-13 13:46:52,2026-04-13 13:46:54,2.0,cn295,0.00026388888888888886
5358416,2026-04-13 13:46:53,2026-04-13 13:46:56,3.0,cn295,0.00026388888888888886
5358417,2026-04-13 13:46:54,2026-04-13 13:46:57,3.0,cn295,0.00026388888888888886
5358419,2026-04-13 13:46:55,2026-04-13 13:46:58,3.0,cn295,0.00026388888888888886
5359924,2026-04-13 14:46:56,2026-04-13 14:46:57,1.0,cn019,0.00016
5360036,2026-04-13 14:48:43,2026-04-13 14:48:44,1.0,cn019,0.00016
5360037,2026-04-13 14:48:43,2026-04-13 14:48:44,1.0,cn297,0.00026944444444444444
5360855,2026-04-13 16:08:09,2026-04-13 16:08:11,2.0,cn296,0.00026805555555555556
5361464,2026-04-13 17:07:30,2026-04-13 17:07:31,1.0,cn057,0.00016666666666666666
5361470,2026-04-13 17:07:36,2026-04-13 17:07:37,1.0,cn057,0.00016666666666666666
5361982,2026-04-13 18:07:33,2026-04-13 18:07:35,2.0,cn540,0.00026388888888888886
5362319,2026-04-13 18:46:54,2026-04-13 18:46:55,1.0,cn067,0.00016
5362449,2026-04-13 19:07:32,2026-04-13 19:07:34,2.0,cn294,0.00026944444444444444
5362765,2026-04-13 19:46:54,2026-04-13 19:46:55,1.0,cn073,0.00016666666666666666
5362768,2026-04-13 19:46:56,2026-04-13 19:46:57,1.0,cn015,0.00016
