JobID,start_time,end_time,runtime_sec,NodeList,energy_j,energy_kwh,energy_j_job,energy_kwh_job,carbon_g,carbon_kg
5286191,2026-04-09 12:02:46,2026-04-09 16:08:20,14734.0,cn073,8850000.0,2.4583333333333335,737500.0,0.2048611111111111,154.875,0.154875
5286192,2026-04-09 12:02:59,2026-04-09 18:05:58,21779.0,cn023,12560000.0,3.488888888888889,1046666.6666666666,0.29074074074074074,219.8,0.21980000000000002
5286193,2026-04-09 12:03:07,2026-04-09 17:10:38,18451.0,cn080,10760000.0,2.988888888888889,896666.6666666666,0.24907407407407406,188.3,0.18830000000000002
5286194,2026-04-09 12:03:08,2026-04-09 15:04:31,10883.0,cn320,12440000.0,3.4555555555555557,388750.0,0.10798611111111112,217.70000000000002,0.2177
5286195,2026-04-09 12:03:09,2026-04-09 15:21:37,11908.0,cn320,13700000.0,3.8055555555555554,428125.0,0.1189236111111111,239.75,0.23975
5286196,2026-04-09 12:03:13,2026-04-09 17:15:01,18708.0,cn090,11200000.0,3.111111111111111,933333.3333333333,0.25925925925925924,196.0,0.196
5286197,2026-04-09 12:03:15,2026-04-09 20:39:52,30997.0,cn548,14600000.0,4.055555555555555,1216666.6666666665,0.3379629629629629,255.5,0.2555
5286198,2026-04-09 12:03:35,2026-04-09 19:58:19,28484.0,cn510,13310000.0,3.6972222222222224,1109166.6666666665,0.3081018518518518,232.925,0.23292500000000002
5286213,2026-04-09 12:03:45,2026-04-10 04:13:20,58175.0,cn008,33570000.0,9.325,2797500.0,0.7770833333333333,587.4749999999999,0.5874749999999999
5286214,2026-04-09 12:03:49,2026-04-10 05:38:21,63272.0,cn054,37460000.0,10.405555555555555,3121666.6666666665,0.8671296296296296,655.55,0.65555
5286215,2026-04-09 12:03:56,2026-04-10 04:09:26,57930.0,cn020,33970000.0,9.436111111111112,2830833.333333333,0.7863425925925925,594.475,0.594475
5286216,2026-04-09 12:04:03,2026-04-09 12:07:27,204.0,cn306,244490.0,0.06791388888888888,7640.3125,0.0021223090277777776,4.278575,0.004278575
5286217,2026-04-09 12:04:20,2026-04-09 21:36:46,34346.0,cn309,40600000.0,11.277777777777779,1268750.0,0.3524305555555556,710.5,0.7105
5286218,2026-04-09 12:04:33,2026-04-09 21:31:08,33995.0,cn319,41020000.0,11.394444444444444,1281875.0,0.3560763888888889,717.85,0.71785
5286219,2026-04-09 12:04:38,2026-04-10 07:13:09,68911.0,cn014,38840000.0,10.78888888888889,3236666.6666666665,0.899074074074074,679.7,0.6797000000000001
5286220,2026-04-09 12:05:12,2026-04-10 03:30:42,55530.0,cn117,32540000.0,9.03888888888889,2711666.6666666665,0.7532407407407407,569.45,0.56945
5286221,2026-04-09 12:05:21,2026-04-10 09:00:16,75295.0,cn540,35660000.0,9.905555555555555,2971666.6666666665,0.825462962962963,624.05,0.62405
5286222,2026-04-09 12:05:21,2026-04-09 20:50:40,31519.0,cn321,38710000.0,10.752777777777778,1209687.5,0.33602430555555557,677.4250000000001,0.677425
5286223,2026-04-09 12:05:28,2026-04-10 03:41:09,56141.0,cn002,32049999.999999996,8.902777777777777,2670833.333333333,0.741898148148148,560.8749999999999,0.5608749999999999
5286224,2026-04-09 12:05:37,2026-04-09 21:24:00,33503.0,cn303,40050000.0,11.125,1251562.5,0.34765625,700.875,0.700875
5286225,2026-04-09 12:05:44,2026-04-10 09:38:19,77555.0,cn534,36230000.0,10.063888888888888,3019166.6666666665,0.8386574074074074,634.025,0.634025
5286226,2026-04-09 12:05:44,2026-04-09 21:54:09,35305.0,cn312,40900000.0,11.36111111111111,1278125.0,0.3550347222222222,715.75,0.71575
5286227,2026-04-09 12:05:46,2026-04-10 04:30:40,59094.0,cn040,35060000.0,9.738888888888889,2921666.6666666665,0.811574074074074,613.55,0.6135499999999999
5287399,2026-04-09 12:05:46,2026-04-09 12:06:49,63.0,cn040,37200.0,0.010333333333333333,387.5,0.00010763888888888889,0.651,0.000651
5286228,2026-04-09 12:05:47,2026-04-10 03:18:15,54748.0,cn063,30920000.0,8.588888888888889,2576666.6666666665,0.7157407407407407,541.1,0.5411
5286229,2026-04-09 12:05:56,2026-04-10 03:42:47,56211.0,cn093,33479999.999999996,9.299999999999999,2789999.9999999995,0.7749999999999999,585.9,0.5859
5286230,2026-04-09 12:06:13,2026-04-09 21:57:37,35484.0,cn305,43430000.0,12.063888888888888,1357187.5,0.37699652777777776,760.025,0.760025
5286231,2026-04-09 12:06:16,2026-04-10 04:17:13,58257.0,cn008,33620000.0,9.338888888888889,2801666.6666666665,0.7782407407407407,588.35,0.58835
5286232,2026-04-09 12:06:20,2026-04-10 03:57:04,57044.0,cn037,32780000.0,9.105555555555556,2731666.6666666665,0.7587962962962963,573.65,0.57365
5286233,2026-04-09 12:06:25,2026-04-09 20:48:45,31340.0,cn314,38330000.0,10.647222222222222,1197812.5,0.33272569444444444,670.775,0.670775
5286234,2026-04-09 12:06:31,2026-04-10 08:26:05,73174.0,cn536,34360000.0,9.544444444444444,2863333.333333333,0.7953703703703703,601.3,0.6013
5286235,2026-04-09 12:06:36,2026-04-09 21:49:56,35000.0,cn312,40530000.0,11.258333333333333,1266562.5,0.35182291666666665,709.275,0.709275
5286236,2026-04-09 12:06:38,2026-04-10 04:22:09,58531.0,cn011,33680000.0,9.355555555555556,2806666.6666666665,0.7796296296296296,589.4,0.5893999999999999
5286237,2026-04-09 12:06:39,2026-04-09 22:38:27,37908.0,cn307,44530000.0,12.369444444444444,1391562.5,0.38654513888888886,779.275,0.7792749999999999
5286238,2026-04-09 12:06:50,2026-04-09 21:47:14,34824.0,cn320,41200000.0,11.444444444444445,1287500.0,0.3576388888888889,721.0,0.721
5287401,2026-04-09 12:06:51,2026-04-09 12:31:10,1459.0,cn016,895160.0,0.24865555555555555,37298.33333333333,0.010360648148148147,15.6653,0.0156653
5287402,2026-04-09 12:06:56,2026-04-09 12:07:58,62.0,cn022,35710.0,0.009919444444444444,371.97916666666663,0.00010332754629629628,0.624925,0.0006249249999999999
5286239,2026-04-09 12:06:58,2026-04-10 05:17:27,61829.0,cn103,35710000.0,9.919444444444444,2975833.333333333,0.8266203703703703,624.925,0.624925
5286240,2026-04-09 12:07:00,2026-04-10 03:59:33,57153.0,cn075,34140000.0,9.483333333333333,2845000.0,0.7902777777777777,597.4499999999999,0.5974499999999999
5286241,2026-04-09 12:07:01,2026-04-09 12:10:25,204.0,cn305,250720.0,0.06964444444444444,7835.0,0.0021763888888888887,4.3876,0.0043876
5286242,2026-04-09 12:07:03,2026-04-10 02:46:55,52792.0,cn071,31440000.0,8.733333333333333,2620000.0,0.7277777777777777,550.1999999999999,0.5501999999999999
5287403,2026-04-09 12:07:12,2026-04-09 12:08:52,100.0,cn299,48960.0,0.0136,510.0,0.00014166666666666668,0.8568,0.0008568
5286243,2026-04-09 12:07:14,2026-04-09 23:17:39,40225.0,cn317,48160000.0,13.377777777777778,1505000.0,0.41805555555555557,842.8000000000001,0.8428000000000001
5286244,2026-04-09 12:07:27,2026-04-09 22:49:59,38552.0,cn306,46810000.0,13.002777777777778,1462812.5,0.40633680555555557,819.1750000000001,0.8191750000000001
5286245,2026-04-09 12:07:28,2026-04-10 03:45:59,56311.0,cn006,32590000.000000004,9.052777777777779,2715833.3333333335,0.7543981481481482,570.325,0.5703250000000001
5286247,2026-04-09 12:07:30,2026-04-10 06:03:01,64531.0,cn010,37620000.0,10.45,3135000.0,0.8708333333333333,658.3499999999999,0.6583499999999999
5286248,2026-04-09 12:07:31,2026-04-10 08:25:04,73053.0,cn547,34200000.0,9.5,2850000.0,0.7916666666666666,598.5,0.5985
5287404,2026-04-09 12:07:31,2026-04-09 12:07:34,3.0,cn299,1470.0,0.00040833333333333336,15.3125,4.253472222222222e-06,0.025725,2.5725000000000002e-05
5287405,2026-04-09 12:07:34,2026-04-09 12:07:36,2.0,cn299,1470.0,0.00040833333333333336,15.3125,4.253472222222222e-06,0.025725,2.5725000000000002e-05
5287406,2026-04-09 12:07:36,2026-04-09 12:07:38,2.0,cn024,1200.0,0.0003333333333333333,12.5,3.4722222222222224e-06,0.020999999999999998,2.1e-05
5287407,2026-04-09 12:07:37,2026-04-09 12:07:39,2.0,cn299,1460.0,0.00040555555555555554,15.208333333333332,4.224537037037037e-06,0.02555,2.555e-05
5286249,2026-04-09 12:07:38,2026-04-09 12:11:14,216.0,cn510,102050.0,0.02834722222222222,8504.166666666666,0.0023622685185185183,1.7858749999999999,0.001785875
5287408,2026-04-09 12:07:47,2026-04-09 12:07:49,2.0,cn299,1000.0,0.0002777777777777778,10.416666666666666,2.8935185185185184e-06,0.0175,1.7500000000000002e-05
5286250,2026-04-09 12:07:54,2026-04-09 22:00:18,35544.0,cn312,41200000.0,11.444444444444445,1287500.0,0.3576388888888889,721.0,0.721
5286266,2026-04-09 12:08:19,2026-04-09 15:05:46,10647.0,cn318,13010000.0,3.613888888888889,406562.5,0.11293402777777778,227.675,0.22767500000000002
5286251,2026-04-09 12:08:19,2026-04-10 03:50:51,56552.0,cn003,34290000.0,9.525,2857500.0,0.79375,600.075,0.600075
5286267,2026-04-09 12:08:26,2026-04-09 16:25:49,15443.0,cn319,19050000.0,5.291666666666667,595312.5,0.16536458333333334,333.375,0.333375
5286268,2026-04-09 12:08:29,2026-04-09 13:36:03,5254.0,cn065,2980000.0,0.8277777777777777,248333.3333333333,0.06898148148148148,52.15,0.05215
5286270,2026-04-09 12:08:31,2026-04-09 15:55:02,13591.0,cn093,8150000.0,2.263888888888889,679166.6666666666,0.18865740740740738,142.625,0.142625
5286271,2026-04-09 12:08:34,2026-04-09 16:26:56,15502.0,cn309,18390000.0,5.108333333333333,574687.5,0.15963541666666667,321.825,0.32182499999999997
5286272,2026-04-09 12:08:49,2026-04-09 19:31:30,26561.0,cn023,15310000.0,4.252777777777778,1275833.3333333333,0.35439814814814813,267.925,0.267925
5286273,2026-04-09 12:08:56,2026-04-09 22:30:26,37290.0,cn525,17360000.0,4.822222222222222,1446666.6666666665,0.4018518518518518,303.8,0.3038
5286274,2026-04-09 12:08:57,2026-04-09 20:16:37,29260.0,cn299,14270000.0,3.963888888888889,1189166.6666666665,0.33032407407407405,249.725,0.249725
5286276,2026-04-09 12:09:15,2026-04-09 16:47:44,16709.0,cn317,20680000.0,5.7444444444444445,646250.0,0.1795138888888889,361.9,0.3619
5286275,2026-04-09 12:09:15,2026-04-09 20:08:45,28770.0,cn002,16500000.0,4.583333333333333,1375000.0,0.3819444444444444,288.75,0.28875
5286277,2026-04-09 12:09:18,2026-04-09 21:22:04,33166.0,cn076,19590000.0,5.441666666666666,1632500.0,0.4534722222222222,342.825,0.342825
5286278,2026-04-09 12:09:34,2026-04-09 22:44:09,38075.0,cn534,17750000.0,4.930555555555555,1479166.6666666665,0.4108796296296296,310.625,0.310625
5287335,2026-04-09 12:09:35,2026-04-09 12:35:48,1573.0,cn298,449630.0,0.12489722222222223,112407.5,0.031224305555555557,7.868525,0.007868525
5287355,2026-04-09 12:09:42,2026-04-09 12:35:17,1535.0,cn298,437100.0,0.12141666666666667,109275.0,0.030354166666666668,7.64925,0.007649250000000001
5286279,2026-04-09 12:09:45,2026-04-09 15:46:09,12984.0,cn321,16020000.0,4.45,500625.0,0.1390625,280.35,0.28035000000000004
5286280,2026-04-09 12:10:01,2026-04-09 18:52:32,24151.0,cn086,14480000.0,4.022222222222222,1206666.6666666665,0.33518518518518514,253.4,0.2534
5286281,2026-04-09 12:10:10,2026-04-09 16:09:58,14388.0,cn319,17750000.0,4.930555555555555,554687.5,0.1540798611111111,310.625,0.310625
5286282,2026-04-09 12:10:11,2026-04-09 19:12:43,25352.0,cn031,14890000.0,4.136111111111111,1240833.3333333333,0.3446759259259259,260.575,0.260575
5286283,2026-04-09 12:10:12,2026-04-09 19:52:40,27748.0,cn525,12960000.0,3.6,1080000.0,0.3,226.8,0.2268
5286284,2026-04-09 12:10:20,2026-04-09 12:13:44,204.0,cn302,248920.0,0.06914444444444444,7778.75,0.0021607638888888887,4.3561,0.0043561
5286285,2026-04-09 12:10:23,2026-04-09 12:14:02,219.0,cn544,105810.0,0.029391666666666667,8817.5,0.0024493055555555557,1.851675,0.001851675
5286286,2026-04-09 12:10:25,2026-04-09 15:51:47,13282.0,cn305,16329999.999999998,4.5361111111111105,510312.49999999994,0.1417534722222222,285.775,0.285775
5286287,2026-04-09 12:10:36,2026-04-09 19:09:10,25114.0,cn055,14470000.0,4.019444444444445,1205833.3333333333,0.3349537037037037,253.22500000000002,0.25322500000000003
5286288,2026-04-09 12:10:37,2026-04-09 16:47:09,16592.0,cn304,20600000.0,5.722222222222222,643750.0,0.17881944444444445,360.5,0.3605
5286289,2026-04-09 12:10:40,2026-04-09 20:33:09,30149.0,cn070,16719999.999999998,4.644444444444444,1393333.333333333,0.38703703703703696,292.59999999999997,0.29259999999999997
5286290,2026-04-09 12:11:15,2026-04-09 21:50:50,34775.0,cn510,16219999.999999998,4.505555555555555,1351666.6666666665,0.37546296296296294,283.84999999999997,0.28385
5286291,2026-04-09 12:11:19,2026-04-09 20:27:47,29788.0,cn109,17590000.0,4.886111111111111,1465833.3333333333,0.4071759259259259,307.825,0.307825
5286292,2026-04-09 12:11:21,2026-04-09 20:24:53,29612.0,cn041,17810000.0,4.947222222222222,1484166.6666666665,0.4122685185185185,311.675,0.31167500000000004
5287469,2026-04-09 12:11:42,2026-04-09 12:13:11,89.0,cn064,51260.0,0.01423888888888889,533.9583333333333,0.00014832175925925923,0.89705,0.00089705
5286293,2026-04-09 12:11:47,2026-04-09 19:16:18,25471.0,cn086,15270000.0,4.241666666666666,1272500.0,0.35347222222222224,267.22499999999997,0.267225
5286294,2026-04-09 12:11:49,2026-04-09 16:05:12,14003.0,cn308,17210000.0,4.780555555555556,537812.5,0.14939236111111112,301.175,0.301175
5286295,2026-04-09 12:12:14,2026-04-09 16:01:36,13762.0,cn306,16739999.999999998,4.6499999999999995,523124.99999999994,0.14531249999999998,292.95,0.29295
5286298,2026-04-09 12:12:19,2026-04-09 20:55:58,31419.0,cn513,14810000.0,4.113888888888889,1234166.6666666665,0.342824074074074,259.175,0.259175
5286318,2026-04-09 12:12:22,2026-04-09 21:49:58,34656.0,cn513,16329999.999999998,4.5361111111111105,1360833.333333333,0.37800925925925916,285.775,0.285775
5286319,2026-04-09 12:12:40,2026-04-09 15:57:07,13467.0,cn311,16320000.0,4.533333333333333,510000.0,0.14166666666666666,285.59999999999997,0.28559999999999997
5286320,2026-04-09 12:12:55,2026-04-09 19:44:27,27092.0,cn063,15600000.0,4.333333333333333,1300000.0,0.3611111111111111,273.0,0.273
5287471,2026-04-09 12:12:56,2026-04-09 12:36:08,1392.0,cn295,654680.0,0.18185555555555555,163670.0,0.04546388888888889,11.4569,0.011456899999999999
5286321,2026-04-09 12:12:59,2026-04-09 19:41:31,26912.0,cn109,15930000.0,4.425,1327500.0,0.36875,278.775,0.278775
5286322,2026-04-09 12:13:09,2026-04-09 16:11:31,14302.0,cn309,16920000.0,4.7,528750.0,0.146875,296.1,0.29610000000000003
5286323,2026-04-09 12:13:21,2026-04-09 16:34:59,15698.0,cn303,18330000.0,5.091666666666667,572812.5,0.15911458333333334,320.77500000000003,0.32077500000000003
5286324,2026-04-09 12:13:38,2026-04-09 20:14:30,28852.0,cn034,16640000.0,4.622222222222222,1386666.6666666665,0.38518518518518513,291.2,0.2912
5286325,2026-04-09 12:13:40,2026-04-09 16:33:05,15565.0,cn303,18170000.0,5.0472222222222225,567812.5,0.15772569444444445,317.975,0.317975
5286326,2026-04-09 12:13:44,2026-04-09 16:43:06,16162.0,cn302,19850000.0,5.513888888888889,620312.5,0.1723090277777778,347.375,0.347375
5286327,2026-04-09 12:13:47,2026-04-09 18:37:17,23010.0,cn018,13250000.0,3.6805555555555554,1104166.6666666665,0.3067129629629629,231.875,0.231875
5286328,2026-04-09 12:13:49,2026-04-09 18:50:20,23791.0,cn119,14000000.0,3.888888888888889,1166666.6666666665,0.324074074074074,245.0,0.245
5286315,2026-04-09 12:13:52,2026-04-09 13:27:28,4416.0,cn294,2240000.0,0.6222222222222222,46666.666666666664,0.012962962962962963,39.2,0.039200000000000006
5286329,2026-04-09 12:13:57,2026-04-09 16:17:23,14606.0,cn304,18160000.0,5.044444444444444,567500.0,0.15763888888888888,317.8,0.3178
5286330,2026-04-09 12:14:03,2026-04-09 17:48:38,20075.0,cn544,9680000.0,2.688888888888889,806666.6666666666,0.22407407407407406,169.4,0.1694
5286331,2026-04-09 12:14:05,2026-04-09 14:38:53,8688.0,cn315,10730000.0,2.9805555555555556,335312.5,0.09314236111111111,187.775,0.187775
5286332,2026-04-09 12:14:06,2026-04-09 16:26:38,15152.0,cn087,8730000.0,2.425,727500.0,0.20208333333333334,152.77499999999998,0.15277499999999997
5287473,2026-04-09 12:14:17,2026-04-09 12:16:48,151.0,cn064,86980.0,0.024161111111111112,906.0416666666666,0.00025167824074074074,1.5221500000000001,0.0015221500000000001
5286333,2026-04-09 12:14:29,2026-04-09 14:55:07,9638.0,cn302,11780000.0,3.272222222222222,368125.0,0.10225694444444444,206.15,0.20615
5286334,2026-04-09 12:14:37,2026-04-09 14:59:02,9865.0,cn302,12070000.0,3.352777777777778,377187.5,0.10477430555555556,211.225,0.211225
5287475,2026-04-09 12:14:51,2026-04-09 12:15:53,62.0,cn064,35710.0,0.009919444444444444,371.97916666666663,0.00010332754629629628,0.624925,0.0006249249999999999
5287474,2026-04-09 12:14:51,2026-04-09 12:15:53,62.0,cn022,35710.0,0.009919444444444444,371.97916666666663,0.00010332754629629628,0.624925,0.0006249249999999999
5286335,2026-04-09 12:14:52,2026-04-09 12:18:17,205.0,cn313,249570.0,0.069325,7799.0625,0.00216640625,4.367475,0.004367475
5286336,2026-04-09 12:15:19,2026-04-09 14:43:54,8915.0,cn320,10020000.0,2.783333333333333,313125.0,0.08697916666666666,175.35,0.17535
5286337,2026-04-09 12:15:23,2026-04-09 14:36:44,8481.0,cn315,10480000.0,2.911111111111111,327500.0,0.09097222222222222,183.4,0.1834
5286825,2026-04-09 12:15:42,2026-04-09 12:22:15,393.0,cn109,233740.0,0.06492777777777778,2434.7916666666665,0.0006763310185185185,4.09045,0.00409045
5286829,2026-04-09 12:15:42,2026-04-09 12:34:28,1126.0,cn521,528430.0,0.14678611111111112,5504.479166666666,0.0015290219907407405,9.247525,0.009247525
5286338,2026-04-09 12:15:48,2026-04-09 14:19:31,7423.0,cn321,9160000.0,2.5444444444444443,286250.0,0.07951388888888888,160.29999999999998,0.16029999999999997
5286339,2026-04-09 12:15:51,2026-04-09 14:47:15,9084.0,cn320,10230000.0,2.841666666666667,319687.5,0.08880208333333334,179.025,0.17902500000000002
5286343,2026-04-09 12:16:00,2026-04-09 14:58:25,9745.0,cn320,11060000.0,3.0722222222222224,345625.0,0.09600694444444445,193.55,0.19355
5286344,2026-04-09 12:16:16,2026-04-09 14:45:42,8966.0,cn304,11150000.0,3.0972222222222223,348437.5,0.09678819444444445,195.125,0.195125
5286345,2026-04-09 12:16:17,2026-04-09 14:15:37,7160.0,cn306,8680000.0,2.411111111111111,271250.0,0.07534722222222222,151.9,0.1519
5286346,2026-04-09 12:16:24,2026-04-09 12:20:01,217.0,cn519,101950.0,0.028319444444444446,8495.833333333332,0.0023599537037037035,1.7841250000000002,0.0017841250000000001
5286347,2026-04-09 12:16:37,2026-04-09 14:31:19,8082.0,cn308,9870000.0,2.7416666666666667,308437.5,0.08567708333333333,172.725,0.172725
5286348,2026-04-09 12:16:44,2026-04-09 14:37:32,8448.0,cn316,10300000.0,2.861111111111111,321875.0,0.08940972222222222,180.25,0.18025
5286349,2026-04-09 12:16:55,2026-04-09 16:49:31,16356.0,cn522,7900000.0,2.1944444444444446,658333.3333333333,0.18287037037037035,138.25,0.13825
5286350,2026-04-09 12:16:58,2026-04-09 16:08:45,13907.0,cn068,8020000.0,2.227777777777778,668333.3333333333,0.18564814814814812,140.35,0.14035
5286351,2026-04-09 12:17:29,2026-04-09 23:38:52,40883.0,cn301,49040000.0,13.622222222222222,1532500.0,0.42569444444444443,858.1999999999999,0.8582
5286352,2026-04-09 12:17:35,2026-04-09 14:43:00,8725.0,cn313,10650000.0,2.9583333333333335,332812.5,0.09244791666666667,186.375,0.186375
5286353,2026-04-09 12:17:47,2026-04-09 17:04:19,17192.0,cn111,9820000.0,2.727777777777778,818333.3333333333,0.2273148148148148,171.85,0.17185
5286354,2026-04-09 12:18:09,2026-04-09 14:34:35,8186.0,cn321,10100000.0,2.8055555555555554,315625.0,0.0876736111111111,176.75,0.17675
5286355,2026-04-09 12:18:16,2026-04-09 17:10:49,17553.0,cn067,10190000.0,2.8305555555555557,849166.6666666666,0.2358796296296296,178.32500000000002,0.178325
5286356,2026-04-09 12:18:17,2026-04-09 14:46:00,8863.0,cn313,10820000.0,3.0055555555555555,338125.0,0.09392361111111111,189.35,0.18935
5286357,2026-04-09 12:18:18,2026-04-09 16:03:48,13530.0,cn007,7880000.0,2.188888888888889,656666.6666666666,0.1824074074074074,137.9,0.1379
5286358,2026-04-09 12:18:27,2026-04-09 18:33:04,22477.0,cn511,10470000.0,2.908333333333333,872500.0,0.2423611111111111,183.225,0.183225
5287537,2026-04-09 12:18:43,2026-04-09 12:20:26,103.0,cn064,59330.0,0.016480555555555554,618.0208333333333,0.0001716724537037037,1.0382749999999998,0.0010382749999999997
5286359,2026-04-09 12:18:43,2026-04-09 14:35:05,8182.0,cn317,10130000.0,2.813888888888889,316562.5,0.08793402777777778,177.275,0.17727500000000002
5286360,2026-04-09 12:18:49,2026-04-09 14:46:11,8842.0,cn301,10670000.0,2.963888888888889,333437.5,0.09262152777777778,186.725,0.186725
5286361,2026-04-09 12:19:17,2026-04-09 17:13:38,17661.0,cn321,21760000.0,6.044444444444444,680000.0,0.18888888888888888,380.8,0.3808
5286362,2026-04-09 12:19:30,2026-04-09 12:23:07,217.0,cn100,130780.0,0.03632777777777778,10898.333333333332,0.0030273148148148143,2.28865,0.00228865
5286934,2026-04-09 12:19:38,2026-04-09 12:23:21,223.0,cn004,164020.0,0.04556111111111111,1708.5416666666665,0.00047459490740740735,2.8703499999999997,0.00287035
5286951,2026-04-09 12:19:39,2026-04-09 12:23:18,219.0,cn005,128300.00000000001,0.035638888888888894,1336.4583333333335,0.00037123842592592596,2.2452500000000004,0.0022452500000000003
5286939,2026-04-09 12:19:39,2026-04-09 12:29:21,582.0,cn004,357020.0,0.09917222222222222,3718.958333333333,0.0010330439814814814,6.24785,0.00624785
5286938,2026-04-09 12:19:39,2026-04-09 12:27:22,463.0,cn022,266690.0,0.07408055555555555,2778.020833333333,0.0007716724537037037,4.667075,0.004667075
5286364,2026-04-09 12:20:01,2026-04-09 17:29:30,18569.0,cn302,22790000.0,6.330555555555556,712187.5,0.19782986111111112,398.825,0.398825
5286363,2026-04-09 12:20:01,2026-04-10 00:39:36,44375.0,cn519,20860000.0,5.794444444444444,1738333.3333333333,0.48287037037037034,365.05,0.36505
5286365,2026-04-09 12:20:14,2026-04-10 00:29:44,43770.0,cn116,26090000.0,7.247222222222222,2174166.6666666665,0.6039351851851852,456.575,0.456575
5286366,2026-04-09 12:20:18,2026-04-09 17:42:03,19305.0,cn318,22460000.0,6.238888888888889,701875.0,0.19496527777777778,393.05,0.39305
5286367,2026-04-09 12:20:26,2026-04-09 19:05:58,24332.0,cn064,13980000.0,3.8833333333333333,1165000.0,0.3236111111111111,244.65,0.24465
5286368,2026-04-09 12:20:34,2026-04-09 17:18:58,17904.0,cn317,22170000.0,6.158333333333333,692812.5,0.19244791666666666,387.97499999999997,0.38797499999999996
5286369,2026-04-09 12:20:36,2026-04-09 21:09:09,31713.0,cn519,14920000.0,4.144444444444445,1243333.3333333333,0.3453703703703703,261.1,0.2611
